species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp
Chanos_chanos,2.874055e+00,4.857246e+02,2.428623e+03,2.000000e-01,3.561978e-04,1.400000e+04,2.161719e+04,3.021500e+02,True,False,7.724968e+02,7.455000e-01,4.969000e-02,3.923000e+01,6.052000e-10,1.439672e-07,3.539000e+06
Microcarbo_africanus,3.001332e+00,8.402601e+00,6.928285e+02,2.800000e-01,1.200000e+01,5.130000e+02,7.101325e-02,3.121500e+02,False,False,2.391491e+04,9.984300e-01,1.054000e-01,9.882604e+03,1.300000e-15,1.444253e-03,2.323000e+04
Forpus_passerinus,4.940856e+00,1.044290e+01,1.434461e+03,2.800000e-01,1.900000e+00,2.500000e+01,2.439941e-01,3.119500e+02,False,False,4.201823e+03,9.571900e-01,1.723400e-02,4.674450e+03,8.380000e-13,2.217104e-02,9.986000e+03
Spermestes_cucullata,2.449740e+00,1.065884e+01,2.663398e+02,2.800000e-01,5.500000e-01,8.990000e+00,1.126381e-01,3.147500e+02,False,False,6.029355e+02,9.441700e-01,2.691200e-02,4.468396e+02,1.885000e-11,3.417697e-02,2.588000e+03
Microcarbo_niger,3.830643e+00,7.394879e+00,1.204580e+03,2.800000e-01,1.260000e+01,4.270000e+02,6.226238e-02,3.138500e+02,False,False,1.604992e+04,9.981400e-01,5.747900e-02,7.449115e+03,3.432000e-18,5.020808e-03,8.891000e+03
Fregata_ariel,8.208522e+00,2.866988e+01,1.329856e+03,2.800000e-01,7.200000e+01,8.500000e+02,2.075413e-02,3.138500e+02,False,False,4.423232e+03,9.852700e-01,2.818700e-02,1.336055e+03,5.963000e-14,1.304328e-02,2.241000e+05
Paramesotriton_hongkongensis,2.500000e+01,1.120000e+03,3.759500e+03,2.800000e-01,1.280000e-02,1.080000e+01,8.219178e-01,2.931500e+02,False,False,1.146847e+02,6.012100e-01,2.651700e-02,3.679470e+01,5.699000e-09,1.444098e-03,2.567000e+04
Fregata_magnificens,1.021505e+01,1.377929e+01,1.638228e+03,2.800000e-01,8.000000e+01,1.350000e+03,2.075413e-02,3.138500e+02,False,False,1.674442e+04,9.970400e-01,2.445800e-02,7.155041e+03,1.456000e-15,5.596260e-02,9.199000e+03
Onychoprion_fuscatus,8.371975e+00,1.576446e+01,1.724958e+03,2.800000e-01,2.340000e+01,2.000000e+02,2.075413e-02,3.138500e+02,False,False,2.578744e+03,9.949700e-01,8.965100e-02,7.765421e+02,1.862000e-22,1.635766e-02,2.891000e+04
Branta_hutchinsii,3.279194e+00,9.459213e+00,8.424375e+02,2.800000e-01,6.500000e+01,1.300000e+03,1.303361e-01,3.133500e+02,False,False,2.223875e+04,9.867600e-01,3.479100e-02,9.420583e+03,2.581000e-17,8.913580e-03,2.025000e+05
Urosalpinx_cinerea,1.053667e+02,1.277498e+03,4.688525e+03,1.500000e-01,7.000000e-06,3.700000e+00,8.190210e-01,2.931500e+02,True,False,2.315363e+01,9.994100e-01,2.164300e-02,5.170480e+01,3.561000e-08,2.739481e-06,4.468000e+00
Geospiza_conirostris,2.449740e+00,6.827928e+00,4.438996e+02,2.800000e-01,2.500000e+00,2.760000e+01,7.659389e-02,3.147500e+02,False,False,1.226468e+03,9.721400e-01,4.529400e-02,6.802250e+02,1.373000e-12,6.608292e-02,2.798000e+03
Anolis_gundlachi,2.569616e+01,2.286064e+02,8.023207e+02,3.000000e-01,9.277189e-02,2.913171e+00,6.730476e-02,2.981500e+02,False,False,1.760022e+02,8.121000e-01,2.311000e-02,1.266000e+02,6.243000e-08,2.517378e-02,4.028000e+03
Sporophila_beltoni,2.449740e+00,6.098230e+00,2.663398e+02,2.800000e-01,1.200000e+00,1.000000e+01,4.505523e-02,3.147500e+02,False,False,1.026316e+03,9.766800e-01,3.642800e-02,8.191404e+02,8.624000e-12,9.545841e-02,8.235000e+02
Hesperoedura_reticulata,1.852514e+01,8.909995e+02,2.399305e+03,3.000000e-01,7.332866e-01,7.170000e+00,9.169323e-03,2.981500e+02,False,False,5.841400e+01,6.410100e-01,7.519000e-02,2.019740e+01,3.441000e-10,7.165109e-02,2.568000e+04
Graptemys_ernsti,3.371239e+01,4.736054e+03,9.404684e+03,3.000000e-01,5.031366e+00,3.349000e+03,1.318492e-01,2.951500e+02,False,False,2.182993e+02,6.357300e-01,2.682300e-02,1.204630e+01,7.321000e-10,8.717545e-04,1.271000e+07
Myiozetetes_similis,3.164247e+00,1.082608e+01,4.927286e+02,2.800000e-01,2.300000e+00,2.710000e+01,6.758285e-02,3.147500e+02,False,False,9.926106e+02,9.570500e-01,3.143500e-02,5.614859e+02,4.143000e-13,5.319393e-02,4.352000e+03
Ornithorhynchus_anatinus,1.685619e+01,2.664603e+02,2.820526e+03,3.000000e-01,4.700000e-01,2.400000e+03,1.602538e-02,3.051500e+02,False,False,1.599694e+03,9.986600e-01,7.601300e-02,1.960714e+02,1.042000e-17,2.136929e-05,6.748000e+04
Saucerottia_tobaci,4.701108e+00,7.278366e+00,4.479520e+02,2.800000e-01,6.500000e-01,4.900000e+00,1.116191e-01,3.147500e+02,False,False,6.428933e+02,9.919000e-01,9.036000e-02,4.806919e+02,1.169000e-12,2.852437e-02,7.590000e+02
Aequipecten_opercularis,3.211318e+00,9.601026e+02,9.568913e+03,9.000000e-02,1.640000e-07,1.070000e+02,6.270305e+03,2.831500e+02,True,False,1.474086e+01,9.999700e-01,1.666900e-02,3.878750e+01,3.605000e-08,1.396619e-08,6.447000e-01
Siren_lacertina,7.237107e+01,9.528857e+02,1.100643e+04,2.800000e-01,4.487916e-03,1.000000e+03,3.179958e+00,2.911500e+02,False,False,3.865523e+02,9.531000e-01,1.211300e-02,6.451790e+01,4.651000e-09,6.457047e-04,1.781000e+03
Bubo_virginianus,7.331534e+00,1.411045e+01,1.574321e+03,2.800000e-01,3.470000e+01,1.608000e+03,5.577322e-02,3.126500e+02,False,False,5.138772e+03,9.980100e-01,2.154100e-01,7.359929e+02,2.283000e-19,3.244991e-03,6.339000e+04
Glyptemys_insculpta,4.086132e+01,7.659714e+03,3.516393e+04,3.000000e-01,4.500000e+00,1.600000e+03,2.047552e-02,2.881500e+02,False,False,1.981166e+02,8.021600e-01,6.502400e-02,1.524570e+01,2.691000e-10,4.090970e-03,1.484000e+06
Dromaius_novaehollandiae,1.087076e+01,1.163405e+01,2.476461e+03,2.800000e-01,4.200000e+02,5.500000e+04,1.615208e-01,3.111300e+02,False,False,9.337491e+02,9.845500e-01,2.713800e-01,2.759320e+01,3.533000e-14,7.485996e-01,4.463000e+04
Lissotriton_helveticus,3.225510e+01,1.994441e+03,9.418490e+03,2.800000e-01,1.800000e-03,5.200000e+00,3.822269e-01,2.931500e+02,False,False,9.292066e+01,8.674300e-01,7.613700e-02,4.965940e+01,1.075000e-08,1.107909e-03,1.631000e+03
Oceanodroma_microsoma,1.813792e+01,3.171826e+01,2.027791e+03,2.800000e-01,4.000000e+00,3.000000e+01,1.775331e-02,3.121500e+02,False,False,2.395573e+03,9.899000e-01,2.380700e-02,1.932664e+03,7.146000e-15,1.522455e-02,9.419000e+03
Nautilus_pompilius,4.008750e+02,3.594732e+03,5.233480e+03,2.100000e-01,4.000000e+00,4.900000e+02,3.013699e-02,2.912500e+02,True,False,5.383675e+01,9.017500e-01,2.052400e-02,2.216670e+01,9.254000e-09,1.822250e-02,9.609000e+04
Acipenser_transmontanus,3.070489e+01,9.281163e+03,7.684996e+04,2.000000e-01,2.240000e-02,8.160000e+05,2.810672e+02,2.861500e+02,False,False,9.443777e+02,4.500000e-01,6.326700e-02,7.406600e+00,4.692000e-10,3.446449e-07,8.870000e+07
Gambusia_puncticulata,1.680417e+01,3.780939e+01,5.476360e+02,2.000000e-01,1.150000e-02,1.120000e+00,8.217136e-01,3.006500e+02,True,False,4.606901e+02,8.312100e-01,8.095000e-03,1.509561e+03,3.747000e-08,4.281636e-02,9.807000e+01
Harpia_harpyja,1.070443e+01,3.414052e+01,9.911041e+02,2.800000e-01,1.250000e+02,8.300000e+03,1.698223e-02,3.116700e+02,False,False,9.425174e+03,9.978500e-01,3.060200e-02,1.696474e+03,6.331000e-12,3.667109e-03,9.787000e+04
Apus_apus,4.812543e+00,1.143211e+01,1.199621e+03,2.800000e-01,2.900000e+00,4.020000e+01,4.045708e-02,3.120500e+02,False,False,1.059440e+04,9.970300e-01,6.152500e-02,9.341941e+03,2.520000e-13,3.641928e-03,6.535000e+03
Regulus_ignicapillus,3.164247e+00,9.184256e+00,3.107297e+02,2.800000e-01,7.600000e-01,1.000000e+01,4.956075e-01,3.147500e+02,False,False,9.115738e+02,7.763100e-01,2.017500e-02,6.573136e+02,5.625000e-12,5.896023e-02,6.713000e+03
Catharus_bicknelli,2.755957e+00,7.134145e+00,5.282405e+02,2.800000e-01,2.500000e+00,3.000000e+01,9.011046e-02,3.147500e+02,False,False,9.400774e+02,9.733400e-01,4.323400e-02,4.811057e+02,8.944000e-14,6.598798e-02,2.996000e+03
Ramphastos_toco,3.192203e+00,1.062481e+01,1.484957e+03,2.800000e-01,1.600000e+01,6.656300e+02,5.252676e-02,3.120000e+02,False,False,5.750950e+03,9.956100e-01,3.052500e-02,2.022931e+03,1.123000e-13,1.210576e-02,1.059000e+04
Cinnyris_talatala,2.653885e+00,7.944195e+00,4.438996e+02,2.800000e-01,1.400000e+00,7.100000e+00,6.758285e-02,3.147500e+02,False,False,8.101826e+02,9.029900e-01,3.435900e-02,6.270027e+02,7.347000e-14,1.195396e-01,3.649000e+03
Mesitornis_variegatus,4.163338e+00,6.953312e+00,6.400999e+02,2.800000e-01,5.000000e+00,1.070000e+02,1.237307e-01,3.137800e+02,False,False,4.892656e+03,9.900800e-01,2.461800e-02,3.252398e+03,1.457000e-33,3.067535e-02,3.687000e+03
Chionis_minor,5.575645e+00,1.264000e+01,9.376324e+02,2.800000e-01,2.500000e+01,6.350000e+02,5.332580e-02,3.141500e+02,False,False,4.324054e+03,9.960800e-01,7.613100e-02,1.052773e+03,6.844000e-15,5.674693e-03,4.402000e+04
Planorbis_planorbis,1.250000e+01,6.000000e+01,2.100000e+02,1.500000e-01,6.117000e-05,4.336000e-01,1.000000e+01,2.931500e+02,True,False,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,2.806000e-06,2.000000e-04,2.513000e+01
Pelophylax_ridibundus,8.000000e+00,1.766197e+03,6.446721e+03,2.800000e-01,6.300000e-03,8.000000e+01,1.166252e+01,2.881500e+02,False,False,3.726137e+02,5.148400e-01,6.940400e-02,5.441860e+01,1.385000e-08,8.820734e-05,2.315000e+05
Molothrus_bonariensis,2.347667e+00,6.725855e+00,3.995097e+02,2.800000e-01,4.500000e+00,4.700000e+01,3.829695e-01,3.147500e+02,False,False,1.646998e+03,8.294500e-01,5.550400e-02,6.785390e+02,2.541000e-13,7.066667e-02,3.150000e+04
Mecistops_cataphractus,3.248272e+01,2.919485e+03,1.295687e+04,3.000000e-01,1.504945e+02,6.850000e+04,5.418227e-02,2.981500e+02,False,False,5.724653e+02,8.665700e-01,3.359500e-02,1.856960e+01,1.001000e-10,8.385744e-04,4.293000e+07
Progne_tapera,3.062175e+00,1.327795e+01,6.170205e+02,2.800000e-01,4.400000e+00,3.480000e+01,9.011046e-02,3.147500e+02,False,False,1.446614e+03,8.279300e-01,3.350700e-02,7.039468e+02,2.368000e-12,7.578475e-02,2.007000e+04
Pluvialis_dominica,4.832226e+00,6.758868e+00,6.235256e+02,2.800000e-01,1.950000e+01,1.180000e+02,8.532128e-02,3.141500e+02,False,False,5.794475e+03,9.834000e-01,4.705700e-02,3.165012e+03,1.197000e-14,8.591750e-02,1.406000e+04
Pterodroma_leucoptera,8.593750e+00,2.470703e+01,1.633708e+03,2.800000e-01,3.200000e+01,5.500000e+02,1.530262e-02,3.105500e+02,False,False,2.964741e+03,9.949100e-01,5.356900e-02,7.752648e+02,4.144000e-25,1.267833e-02,3.715000e+04
Zosterops_lateralis,2.449740e+00,6.827928e+00,5.326795e+02,2.800000e-01,1.100000e+00,1.250000e+01,6.758285e-02,3.147500e+02,False,False,8.728275e+02,9.755800e-01,3.591900e-02,6.173516e+02,2.674000e-12,6.404504e-02,1.199000e+03
Euphagus_cyanocephalus,2.653885e+00,7.396922e+00,5.548745e+02,2.800000e-01,4.340000e+00,6.455000e+01,1.689571e-01,3.147500e+02,False,False,1.430111e+03,9.557500e-01,4.901200e-02,6.014116e+02,8.464000e-13,5.233594e-02,9.204000e+03
Centronyx_henslowii,2.143522e+00,5.609588e+00,4.882896e+02,2.800000e-01,1.366000e+00,1.270000e+01,1.351657e-01,3.147500e+02,False,False,1.256011e+03,9.518200e-01,3.828700e-02,9.313622e+02,2.939000e-12,8.492436e-02,1.917000e+03
Xantusia_vigilis,5.694909e+01,1.334449e+03,3.978500e+03,3.000000e-01,2.300000e-01,1.300000e+00,5.479452e-03,2.931500e+02,False,False,6.425039e+01,4.118600e-01,1.789700e-02,2.687060e+01,4.052000e-09,1.194463e-01,1.517000e+04
Calyptorhynchus_banksii,8.013182e+00,2.345962e+01,3.199537e+03,2.800000e-01,2.500000e+01,7.386000e+02,1.891940e-02,3.119500e+02,False,False,1.766135e+04,9.963700e-01,2.197200e-02,9.804570e+03,1.791000e-15,7.494637e-03,2.331000e+04
Charadrius_montanus,3.724841e+00,8.862553e+00,4.688162e+02,2.800000e-01,9.000000e+00,1.140000e+02,1.279819e-01,3.141500e+02,False,False,1.111156e+02,9.171800e-01,9.423800e-02,2.214970e+01,5.493000e-13,3.882221e-01,1.333000e+04
Stichopus_vastus,5.291711e-01,1.936766e+02,1.062311e+03,9.000000e-02,4.200000e-06,2.850000e+03,8.801565e+04,3.001500e+02,True,False,9.066790e+00,9.852700e-01,3.958600e-02,7.677900e+00,2.291000e-09,1.900581e-08,7.061000e+03
Rhinobatos_productus,2.203767e+02,4.102459e+03,9.377049e+03,2.000000e-01,2.540000e+01,5.363000e+03,1.535664e-02,2.881500e+02,False,False,2.971006e+02,8.642400e-01,2.205200e-01,1.597530e+01,6.415000e-09,8.175912e-03,2.001000e+06
Amphiura_filiformis,3.537313e+00,3.964987e+03,3.304156e+04,9.000000e-02,5.236000e-07,5.846500e+00,5.022548e+02,2.841500e+02,True,False,1.439180e+01,9.914600e-01,3.039900e-02,4.150950e+01,3.000000e-09,4.999435e-08,1.770000e+02
Calidris_ferruginea,7.814164e+00,9.740806e+00,9.235679e+02,2.800000e-01,8.500000e+00,6.700000e+01,8.532128e-02,3.141500e+02,False,False,1.264998e+04,9.919600e-01,4.364400e-02,1.083710e+04,2.235000e-15,3.564669e-02,6.340000e+03
Python_molurus,5.505079e+01,4.649361e+02,4.230918e+03,3.000000e-01,7.500000e+01,4.220000e+04,2.581000e-01,3.026500e+02,False,False,1.057694e+03,9.637600e-01,8.037100e-02,4.258470e+01,9.823000e-11,1.536346e-03,5.599000e+06
Tyrannus_forficatus,2.449740e+00,7.922475e+00,4.927286e+02,2.800000e-01,2.800000e+00,4.300000e+01,6.758285e-02,3.147500e+02,False,False,1.255729e+03,9.723600e-01,4.854400e-02,6.009549e+02,1.066000e-13,4.591335e-02,4.478000e+03
Pseudophryne_bibronii,1.229774e+02,1.346445e+03,5.754712e+03,2.800000e-01,8.571429e-03,7.142857e-01,1.744223e-01,2.851500e+02,False,False,9.997110e+02,5.393100e-01,3.036800e-02,1.040778e+03,4.825000e-07,2.381676e-03,5.261000e+03
Iguana_iguana,4.268097e+01,5.794424e+02,3.824320e+03,3.000000e-01,9.000000e+00,3.500000e+03,4.785425e-01,3.001500e+02,False,False,4.520921e+02,7.410500e-01,1.989100e-02,3.597870e+01,7.846000e-10,5.666965e-03,1.117000e+06
Acrocephalus_palustris,2.347667e+00,6.725855e+00,4.350216e+02,2.800000e-01,1.200000e+00,1.260000e+01,9.912151e-02,3.147500e+02,False,False,1.204669e+03,9.543100e-01,3.446800e-02,9.159652e+02,4.759000e-12,7.109208e-02,1.868000e+03
Megascops_kennicottii,7.059996e+00,1.118629e+01,1.021996e+03,2.800000e-01,1.401000e+01,1.940000e+02,7.436430e-02,3.126500e+02,False,False,1.762723e+04,9.954800e-01,8.058500e-02,9.929581e+03,2.374000e-15,6.534777e-03,2.401000e+04
Tichodroma_muraria,3.980827e+00,1.200751e+01,4.438996e+02,2.800000e-01,1.900000e+00,2.100000e+01,9.011046e-02,3.147500e+02,False,False,7.751576e+02,9.354400e-01,2.295200e-02,4.829260e+02,1.590000e-12,6.397885e-02,4.539000e+03
Hirundo_rustica,3.470465e+00,1.076744e+01,7.102394e+02,2.800000e-01,1.300000e+00,2.700000e+01,2.027485e-01,3.147500e+02,False,False,7.157492e+02,9.450700e-01,2.523700e-02,3.950897e+02,2.176000e-12,3.621655e-02,4.821000e+03
Calcarius_ornatus,2.408911e+00,6.057401e+00,1.775598e+02,2.800000e-01,1.970000e+00,2.000000e+01,9.011046e-02,3.147500e+02,False,False,1.146695e+03,9.702700e-01,4.344400e-02,7.045366e+02,2.802000e-11,7.832773e-02,2.081000e+03
Eremias_argus,2.421747e+01,1.196349e+03,5.860656e+03,3.000000e-01,4.000000e-01,6.800000e+00,8.531469e-03,2.881500e+02,False,False,1.035107e+02,4.779400e-01,2.664000e-02,3.007410e+01,2.244000e-08,2.027174e-01,1.104000e+04
Puffinus_puffinus,2.256181e+01,3.398163e+01,2.867071e+03,2.800000e-01,4.500000e+01,7.000000e+02,1.775331e-02,3.121500e+02,False,False,6.744582e+04,9.969800e-01,2.289800e-02,5.601178e+04,2.139000e-16,5.230118e-03,5.910000e+04
Leucosticte_tephrocotis,2.755957e+00,9.323239e+00,1.065359e+03,2.800000e-01,3.000000e+00,3.260000e+01,1.982430e-01,3.147500e+02,False,False,9.884661e+02,8.790300e-01,4.545600e-02,4.422064e+02,2.796000e-13,5.464896e-02,2.108000e+04
Apus_pallidus,4.987333e+00,1.222992e+01,1.193858e+03,2.800000e-01,2.800000e+00,4.200000e+01,8.443216e-02,3.120500e+02,False,False,8.632317e+03,9.893100e-01,2.603900e-02,9.218918e+03,8.693000e-13,6.598792e-03,1.159000e+04
Myioborus_miniatus,2.898859e+00,5.817651e+00,2.929737e+02,2.800000e-01,1.300000e+00,9.500000e+00,1.802209e-01,3.147500e+02,False,False,1.090854e+03,9.321400e-01,2.839900e-02,9.120355e+02,9.133000e-12,1.341022e-01,1.604000e+03
Vanellus_vanellus,8.717397e+00,1.565331e+01,1.148600e+03,2.800000e-01,1.710000e+01,2.185000e+02,8.532128e-02,3.141500e+02,False,False,5.740097e+03,9.863200e-01,4.214900e-02,2.653530e+03,1.937000e-16,1.009844e-02,6.400000e+04
Ploceus_castaneiceps,2.245595e+00,7.451990e+00,1.020969e+03,2.800000e-01,1.600000e+00,1.800000e+01,5.631904e-02,3.147500e+02,False,False,1.276126e+03,9.642700e-01,4.152000e-02,8.428862e+02,3.238000e-15,5.783509e-02,2.559000e+03
Sardinella_brasiliensis,1.662339e+00,7.584422e+02,2.336002e+03,2.000000e-01,3.200000e-04,1.780000e+02,7.680216e+01,2.951500e+02,True,False,6.948408e+01,9.500200e-01,1.342200e-01,1.213420e+01,4.467000e-09,6.506700e-06,1.194000e+04
Jynx_torquilla,4.424119e+00,8.805447e+00,5.711375e+02,2.800000e-01,1.900000e+00,4.040000e+01,1.488258e-01,3.120000e+02,False,False,4.695313e+03,9.873700e-01,2.310100e-02,4.314173e+03,2.083000e-12,1.698772e-02,3.177000e+03
Icterus_galbula,2.551812e+00,7.112425e+00,6.214595e+02,2.800000e-01,2.000000e+00,3.330000e+01,9.011046e-02,3.147500e+02,False,False,1.228584e+03,9.792600e-01,3.830600e-02,6.797194e+02,2.046000e-12,4.889338e-02,1.979000e+03
Ammomanes_deserti,2.143522e+00,5.828497e+00,5.149236e+02,2.800000e-01,2.500000e+00,2.200000e+01,1.351657e-01,3.147500e+02,False,False,1.256539e+03,9.424900e-01,5.531200e-02,6.983992e+02,2.181000e-12,8.071806e-02,5.487000e+03
Pinguinus_impennis,1.285696e+01,1.351701e+01,2.890991e+03,2.800000e-01,2.360000e+02,5.000000e+03,2.075413e-02,3.138500e+02,False,False,1.354517e+04,9.967500e-01,3.166500e-02,3.208753e+03,2.034000e-16,4.945736e-01,3.225000e+03
Caloenas_nicobarica,4.807153e+00,9.722822e+00,9.940946e+02,2.800000e-01,1.860000e+01,5.190000e+02,2.062178e-02,3.137800e+02,False,False,4.416172e+03,9.992100e-01,1.651200e-01,9.463185e+02,1.535000e-18,4.796668e-03,9.123000e+03
Phalacrocorax_pelagicus,4.833907e+00,1.077430e+01,8.576608e+02,2.800000e-01,3.500000e+01,1.702000e+03,7.679027e-02,3.138500e+02,False,False,3.185378e+04,9.984500e-01,1.050400e-01,9.495270e+03,1.958000e-16,9.811978e-04,8.616000e+04
Elanus_caeruleus,4.969916e+00,1.022283e+01,3.539658e+02,2.800000e-01,1.860000e+01,2.585000e+02,5.943782e-02,3.116700e+02,False,False,1.458954e+04,9.913900e-01,2.666800e-02,9.966873e+03,4.092000e-11,2.438609e-02,1.409000e+04
Calidris_alpina,8.415254e+00,9.956567e+00,1.350191e+03,2.800000e-01,8.500000e+00,4.860000e+01,8.532128e-02,3.141500e+02,False,False,2.302413e+03,9.854400e-01,7.114400e-02,1.158070e+03,2.547000e-23,1.075572e-01,4.896000e+03
Dendrocygna_autumnalis,6.909120e+00,2.229611e+01,3.774857e+02,2.800000e-01,2.200000e+01,9.787000e+02,3.041175e-01,3.133500e+02,False,False,1.474200e+04,9.779600e-01,2.970100e-02,7.145659e+03,1.318000e-12,4.557085e-03,1.962000e+05
Gyps_coprotheres,9.051179e+00,2.990122e+01,1.769829e+03,2.800000e-01,1.300000e+02,8.525000e+03,1.695079e-02,3.116500e+02,False,False,7.630464e+03,9.975700e-01,2.750000e-02,1.321468e+03,7.867000e-13,6.441307e-03,7.011000e+04
Daphnia_similus,8.572572e-01,2.391854e+00,1.596903e+01,1.700000e-01,2.367661e-05,2.470588e-02,1.366281e+01,3.001500e+02,False,False,2.441079e+02,9.686400e-01,2.697700e-02,1.212764e+03,5.770000e-05,3.830123e-02,3.167000e-02
Xenopus_laevis,3.168702e+00,2.637323e+02,8.504237e+03,2.800000e-01,1.000000e-02,2.000000e+02,5.567474e+01,2.961500e+02,False,False,8.947676e+02,7.712000e-01,1.056000e-01,1.528000e+02,6.461000e-11,1.966812e-05,4.821000e+05
Girardinus_creolus,1.680417e+01,7.981983e+01,5.476360e+02,2.000000e-01,1.600000e-02,1.210000e+00,5.478091e-01,3.006500e+02,True,False,2.734881e+02,8.580600e-01,1.902900e-02,5.346880e+02,2.932000e-08,4.805938e-03,1.381000e+03
Palaemonetes_pugio,2.000000e+01,6.000000e+01,4.000000e+02,1.700000e-01,2.000000e-04,1.000000e+00,1.330000e+00,2.931500e+02,True,False,8.532516e+01,9.916700e-01,2.070600e-02,2.972055e+02,9.171000e-07,3.212382e-03,1.276000e+00
Kurixalus_idiootocus,2.531071e+00,5.948016e+01,5.081125e+03,2.800000e-01,2.300000e-02,1.950000e+00,2.338065e+00,2.981500e+02,False,False,1.861806e+03,7.671300e-01,1.170400e-01,1.741467e+03,1.147000e-10,8.695502e-04,2.890000e+04
Merluccius_merluccius,2.650749e+01,1.777444e+03,7.958804e+03,2.000000e-01,5.200000e-04,1.780000e+04,9.297879e+03,2.921500e+02,True,False,1.455243e+03,4.488800e-01,1.450300e-02,7.191860e+01,8.763000e-09,5.581063e-08,1.468000e+06
Falco_sparverius,6.636178e+00,1.148693e+01,9.709337e+02,2.800000e-01,1.060000e+01,1.410000e+02,1.208115e-01,3.120000e+02,False,False,4.788728e+03,9.789700e-01,3.310100e-02,2.573291e+03,3.033000e-12,3.331875e-02,1.829000e+04
Merops_pusillus,3.983913e+00,8.233209e+00,4.619980e+02,2.800000e-01,2.500000e+00,1.480000e+01,6.666696e-02,3.127500e+02,False,False,4.442605e+03,9.831300e-01,4.111000e-02,4.643975e+03,2.437000e-12,3.868303e-02,4.237000e+03
Varanus_bengalensis,4.429374e+01,6.216943e+02,6.235926e+03,3.000000e-01,7.800000e+01,7.200000e+03,8.659500e-02,2.981500e+02,False,False,2.071871e+02,3.737800e-01,1.954100e-01,4.157400e+00,1.073000e-10,1.677488e-01,4.682000e+06
Aythya_americana,4.993269e+00,1.319125e+01,1.040387e+03,2.800000e-01,3.760000e+01,1.245000e+03,2.823948e-01,3.143500e+02,False,False,7.287946e+03,9.722800e-01,3.218200e-02,2.199778e+03,1.125000e-15,7.540628e-03,2.769000e+05
Microspingus_torquatus,2.266009e+00,5.732075e+00,3.995097e+02,2.800000e-01,1.460000e+00,1.100000e+01,6.758285e-02,3.147500e+02,False,False,1.151115e+03,9.709900e-01,3.824600e-02,8.932476e+02,1.351000e-12,8.984587e-02,1.103000e+03
Chlidonias_niger,8.495399e+00,1.125692e+01,9.845140e+02,2.800000e-01,7.800000e+00,5.870000e+01,6.399096e-02,3.141500e+02,False,False,1.946323e+03,9.903600e-01,7.072700e-02,8.622889e+02,3.477000e-13,4.778595e-02,6.391000e+03
Rana_sakuraii,4.221646e+01,1.362988e+03,3.522059e+03,2.800000e-01,1.970000e-02,1.130000e+01,6.814197e-01,2.911500e+02,False,False,1.880249e+02,4.871700e-01,2.810900e-02,5.127350e+01,1.912000e-08,1.460710e-03,5.014000e+04
Seiurus_aurocapilla,2.449740e+00,7.192777e+00,4.882896e+02,2.800000e-01,2.100000e+00,2.250000e+01,9.686875e-02,3.147500e+02,False,False,1.057793e+03,9.624700e-01,4.341800e-02,6.027077e+02,8.695000e-13,6.297149e-02,3.473000e+03
Ciconia_stormi,4.273667e+00,1.355784e+01,1.237153e+03,2.800000e-01,4.100000e+01,1.800000e+03,5.577322e-02,3.126500e+02,False,False,6.150117e+03,9.936300e-01,2.319700e-02,1.747881e+03,8.417000e-13,1.539310e-02,2.811000e+04
Turdus_torquatus,2.858030e+00,7.965916e+00,4.039487e+02,2.800000e-01,6.300000e+00,1.060000e+02,2.027485e-01,3.147500e+02,False,False,1.821006e+03,9.504400e-01,4.627100e-02,7.021611e+02,9.627000e-12,4.851936e-02,1.317000e+04
Passerina_amoena,2.449740e+00,7.010352e+00,4.394606e+02,2.800000e-01,1.300000e+00,1.490000e+01,1.351657e-01,3.147500e+02,False,False,1.071452e+03,9.526000e-01,3.345600e-02,7.485078e+02,5.204000e-12,6.384778e-02,2.365000e+03
Lagopus_muta,4.532019e+00,5.984115e+00,5.637433e+02,2.800000e-01,1.250000e+01,5.105000e+02,1.452789e-01,3.138500e+02,False,False,8.009839e+03,9.941100e-01,4.014700e-02,3.153779e+03,5.564000e-13,6.866636e-02,2.167000e+03
Eleothreptus_candicans,3.465820e+00,6.829274e+00,7.491877e+02,2.800000e-01,5.500000e+00,4.600000e+01,6.353548e-02,3.109500e+02,False,False,1.347667e+04,9.935500e-01,8.050000e-02,1.120574e+04,1.105000e-13,1.570120e-02,7.751000e+03
Chydorus_pubescens,1.407592e+00,3.109630e+00,2.226294e+01,1.700000e-01,2.872244e-06,1.200000e-05,1.392449e+00,2.967500e+02,False,False,1.328983e+02,5.687300e-01,1.320800e-02,5.026150e+03,6.054000e-05,2.164004e-01,2.128000e-02
Himantopus_mexicanus,1.001816e+01,1.361456e+01,8.954390e+02,2.800000e-01,1.360000e+01,1.860000e+02,8.532128e-02,3.141500e+02,False,False,1.650953e+03,9.900200e-01,7.671200e-02,4.661940e+02,1.081000e-13,3.803464e-02,1.328000e+04
Blicca_bjoerkna,7.500000e+00,1.988658e+03,4.402573e+03,2.000000e-01,3.800000e-03,5.764741e+02,2.271399e+02,2.911500e+02,True,False,7.938162e+01,9.752500e-01,8.184300e-02,8.070400e+00,1.769000e-08,3.323455e-05,1.181000e+04
