species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Alburnoides_eichwaldii_Kaboudval,1.458659e+01,1.597231e+03,2.000000e-01,3.100000e-03,1.265004e+01,3.038107e+01,2.028510e+01,2.881500e+02,True,4.605304e+03,3.016900e-01,1.211000e-02,2.646790e-01,9.994369e-01,2.083284e-06,8.525000e+04,2.000000e-03,9.998483e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,val
Alburnoides_eichwaldii_ShirAbad,1.325994e+01,1.451963e+03,2.000000e-01,3.100000e-03,1.544633e+01,4.808959e+01,1.375273e+01,2.881500e+02,True,2.519955e+03,2.740800e-01,1.539000e-02,3.245847e-01,9.592523e-01,3.020551e-06,8.856000e+04,2.000000e-03,9.882707e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Alburnoides_eichwaldii_Tajan,1.605659e+01,1.758197e+03,2.000000e-01,3.100000e-03,1.046250e+01,1.218424e+02,1.109091e+01,2.881500e+02,True,6.140524e+02,9.093000e-02,2.711200e-02,6.863669e-02,9.995710e-01,1.881356e-05,1.239000e+04,2.000000e-03,9.998628e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Alburnoides_eichwaldii_ZarrinGol,1.605659e+01,1.758197e+03,2.000000e-01,3.100000e-03,1.418032e+01,3.972000e+01,1.390629e+02,2.881500e+02,True,7.612278e+01,2.142000e-02,9.985700e-02,1.203803e-01,7.050026e-01,5.954245e-04,6.513000e+02,2.000000e-03,8.933033e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Alburnus_alburnus,5.834635e+00,3.726873e+03,2.000000e-01,1.800000e-04,3.725948e+00,6.000000e+01,1.314775e+01,2.891500e+02,True,1.414430e+02,2.431000e-02,2.009200e-02,7.391337e-02,9.674409e-01,9.318526e-06,1.058000e+03,2.000000e-03,9.891467e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,test
Alburnus_baliki,1.097912e+01,3.205903e+03,2.000000e-01,3.800000e-03,2.724607e+00,4.400000e+01,1.247698e+01,2.921500e+02,True,1.021669e+02,5.219900e-01,6.936600e-02,9.895627e-02,9.993635e-01,5.415374e-04,2.901000e+04,2.000000e-03,9.997901e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,test
Alca_torda,7.349220e+00,2.023694e+03,2.800000e-01,5.000000e+01,6.897000e+02,7.260000e+02,2.075413e-02,3.138500e+02,False,2.331704e+03,1.167000e-02,2.719200e-02,5.455542e-01,1.000000e+00,9.506881e-02,7.848000e+03,2.577400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,train
Aldabrachelys_gigantea,4.349394e+01,4.449036e+04,3.000000e-01,6.540000e+01,1.987500e+04,1.590000e+05,7.911827e-02,2.971500e+02,False,7.484542e+01,1.098400e-01,6.381100e-02,5.466660e-02,1.000000e+00,2.070263e-03,2.391000e+07,4.957400e-05,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,val
Alectoris_chukar,7.026479e+00,2.987358e+02,2.800000e-01,1.350000e+01,5.092000e+02,5.360000e+02,3.580087e-01,3.138500e+02,False,2.878107e+03,7.995000e-02,3.113700e-02,6.974466e-01,1.000000e+00,2.482867e-02,5.107000e+04,3.327200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,train
Alectoris_graeca,6.168858e+00,4.818319e+02,2.800000e-01,2.720000e+01,5.462500e+02,5.750000e+02,3.424431e-01,3.138500e+02,False,1.176840e+04,2.205200e-01,2.208500e-02,8.412179e-01,1.000000e+00,5.282077e-02,4.006000e+04,1.964400e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Alectoris_rufa,5.922103e+00,2.987358e+02,2.800000e-01,1.390000e+01,4.085000e+02,4.300000e+02,3.580087e-01,3.138500e+02,False,6.476203e+03,1.458300e-01,2.299500e-02,8.132758e-01,1.000000e+00,3.530695e-02,3.209000e+04,1.072900e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Alectura_lathami,1.330538e+01,6.190436e+02,2.800000e-01,1.200000e+02,2.052000e+03,2.160000e+03,4.038488e-01,3.135500e+02,False,3.168751e+02,2.491300e-01,9.973300e-02,1.775374e-01,1.000000e+00,9.172932e-02,2.261000e+06,8.339300e-04,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Alepes_djedaba,2.931854e+00,8.917722e+02,2.000000e-01,1.400000e-03,5.080000e+01,7.180000e+02,3.592846e+03,3.010500e+02,True,1.622848e+02,5.555800e-01,2.390700e-02,3.859433e-02,7.850163e-02,2.575503e-04,1.788000e+05,2.000000e-03,4.300472e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Alepes_kleinii,2.906097e+00,8.839378e+02,2.000000e-01,1.800000e-04,2.300000e+01,6.460000e+01,3.975110e+02,3.011500e+02,True,2.528531e+01,1.393100e-01,1.752900e-02,2.420880e-01,1.897311e-02,2.866822e-04,2.140000e+04,2.000000e-03,2.687399e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Alestes_baremoze,2.179573e+00,1.060725e+03,2.000000e-01,2.700000e-04,1.000000e+02,8.714000e+02,1.142650e+03,3.011500e+02,True,1.220865e+01,3.854000e-02,3.326100e-02,1.008911e-01,1.000619e-03,2.340251e-03,2.072000e+04,2.000000e-03,1.003396e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,test
Alestes_dentex,2.179573e+00,1.237513e+03,2.000000e-01,2.700000e-04,1.220000e+02,1.900000e+03,1.142650e+03,3.011500e+02,True,2.581349e+01,1.253000e-02,2.174200e-02,4.111468e-02,1.439344e-03,1.180188e-03,7.753000e+03,2.000000e-03,1.135632e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Alle_alle,5.920205e+00,7.805677e+02,2.800000e-01,2.150000e+01,1.553250e+02,1.635000e+02,2.075413e-02,3.138500e+02,False,1.833767e+03,9.918000e-02,4.131300e-02,9.172530e-01,1.000000e+00,1.297108e-01,4.702000e+04,2.478200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,train
Alligator_sinensis,4.234799e+01,1.501241e+04,3.000000e-01,3.000000e+01,3.337548e+03,2.390000e+04,9.030378e-02,2.981500e+02,False,3.062685e+02,1.015900e-01,9.353100e-02,1.973345e-01,1.000000e+00,2.303889e-03,9.102000e+06,4.216900e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Allocyttus_niger,1.552224e+02,1.573782e+05,2.000000e-01,2.857143e-03,7.414773e+02,1.650000e+03,3.939554e+01,2.782500e+02,False,7.630566e+02,4.388800e-01,2.885900e-02,2.789048e-01,1.000000e+00,9.209010e-07,1.909000e+06,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Allocyttus_verrucosus,2.222924e+02,2.249335e+05,2.000000e-01,2.857143e-03,3.644444e+02,1.230000e+03,1.867219e+01,2.780500e+02,False,3.189694e+02,4.991600e-01,2.885900e-02,1.893541e-01,1.000000e+00,5.653472e-06,7.705000e+05,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Allothunnus_fallai,4.128658e+00,1.808352e+04,2.000000e-01,6.000000e-04,1.050000e+03,1.390000e+04,2.322556e+03,2.915500e+02,True,1.200382e+02,1.173200e-01,1.984900e-02,6.343700e-02,6.102868e-02,8.144468e-06,3.724000e+05,2.000000e-03,3.940072e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,val
Alona_iheringula,1.006101e+00,3.416946e+01,1.700000e-01,3.097386e-06,9.134149e-06,1.720000e-05,8.802926e-01,2.981500e+02,False,1.387932e+02,3.541800e-01,1.503300e-02,4.798727e-03,1.000000e+00,1.194768e-01,3.517000e-02,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,train
Alopias_pelagicus,3.570612e+02,7.637143e+03,2.000000e-01,1.157677e+04,7.390000e+04,1.373000e+05,5.041152e-03,2.998500e+02,False,6.022727e+02,4.194700e-01,3.872100e-02,6.128095e-01,1.000000e+00,1.023143e-01,7.389000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Alopias_vulpinus,4.621314e+02,6.796051e+03,2.000000e-01,7.548833e+03,1.496000e+05,2.938000e+05,7.357214e-03,2.963500e+02,False,9.718533e+02,3.372400e-01,3.823000e-02,5.742572e-01,1.000000e+00,2.954145e-02,1.134000e+08,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Alosa_pseudoharengus,3.397861e-03,4.355889e+03,2.000000e-01,6.900000e-04,1.061944e+03,1.700000e+03,7.438205e+02,2.901500e+02,True,3.457517e+02,4.866300e-01,2.482100e-02,2.338138e-01,3.869957e-01,2.651982e-06,7.945000e+05,2.000000e-03,7.302746e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,train
Alosa_sapidissima,1.367859e+01,7.395794e+03,2.000000e-01,5.978459e-03,6.520293e+02,3.600000e+03,1.054653e+03,2.881500e+02,True,1.772710e+03,3.713000e-01,3.018000e-02,2.851797e-01,1.421033e-01,7.607973e-07,7.224000e+06,2.000000e-03,5.275816e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,test
Amandava_subflava,2.653885e+00,5.326795e+02,2.800000e-01,6.000000e-01,6.935000e+00,7.300000e+00,1.058798e-01,3.147500e+02,False,5.787970e+02,5.959000e-02,2.814300e-02,8.234561e-01,1.000000e+00,4.997739e-02,2.211000e+03,1.865200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Amazona_aestiva,5.971241e+00,2.235262e+03,2.800000e-01,1.400000e+01,4.284500e+02,4.510000e+02,4.384273e-02,3.144500e+02,False,1.699601e+03,3.216000e-02,2.238000e-02,8.688404e-01,1.000000e+00,2.202149e-02,2.513000e+04,2.086000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Amazona_agilis,5.511915e+00,2.235262e+03,2.800000e-01,1.400000e+01,2.016375e+02,2.122500e+02,6.357196e-02,3.144500e+02,False,1.878523e+03,2.695900e-01,2.508800e-02,9.600826e-01,1.000000e+00,4.561813e-02,1.456000e+05,2.181500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Amazona_amazonica,5.307770e+00,1.368528e+03,2.800000e-01,2.100000e+01,4.465000e+02,4.700000e+02,5.114985e-02,3.144500e+02,False,2.460574e+03,2.624400e-01,2.936700e-02,9.744148e-01,1.000000e+00,3.315385e-02,2.730000e+05,2.251000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Amazona_finschi,5.716060e+00,1.176934e+03,2.800000e-01,1.500000e+01,3.800000e+02,4.000000e+02,6.576410e-02,3.144500e+02,False,1.900222e+03,6.701000e-02,2.279000e-02,8.975768e-01,1.000000e+00,2.568052e-02,4.739000e+04,2.332800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Ambiserrula_jugosa,3.900612e+00,2.847447e+03,2.000000e-01,6.500000e-05,1.840721e+00,1.960000e+01,1.264291e+02,2.978500e+02,True,1.782244e+01,8.243000e-02,2.159300e-02,7.549450e-02,7.234973e-02,4.260768e-04,8.590000e+02,2.000000e-03,4.179649e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Amblema_plicata,1.458659e+01,2.565135e+04,9.000000e-02,2.877291e-07,4.495767e+00,5.470000e+01,6.729696e+02,2.901500e+02,True,3.512603e+01,1.117000e-02,3.346900e-03,4.411518e-02,9.416567e-01,2.408126e-08,3.815000e+01,2.000000e-03,9.801976e-01,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,test
Amblygaster_sirm,1.898303e+00,1.847682e+03,2.000000e-01,3.200000e-04,3.360768e+01,1.960000e+02,5.758568e+02,2.981500e+02,True,6.597792e+02,4.481000e-02,2.513300e-02,2.152277e-02,3.837672e-01,7.865575e-06,4.151000e+03,2.000000e-03,7.306719e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Amblyopsis_rosae,2.645403e+02,6.331621e+03,2.000000e-01,4.200000e-03,1.297037e+00,3.270642e+00,3.948436e-02,2.873500e+02,False,3.823698e+01,5.520000e-02,2.192100e-02,2.453408e-01,1.000000e+00,2.039711e-03,4.709000e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,train
Amblyopsis_spelaea,3.270315e+02,7.115737e+03,2.000000e-01,5.200000e-03,1.700000e+00,6.900000e+00,9.837351e-02,2.861500e+02,False,4.598062e+01,9.806000e-02,2.183400e-02,1.389018e-01,1.000000e+00,2.243638e-03,9.235000e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,train
Amblyraja_georgiana,1.400340e+03,2.469625e+04,2.000000e-01,6.212108e+01,6.541514e+03,1.620000e+04,2.040796e-02,2.771500e+02,False,2.974086e+03,3.000000e-01,6.351000e-02,9.568537e-02,1.000000e+00,2.348527e-03,5.331000e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Amblyraja_radiata,1.075349e+03,1.871844e+04,2.000000e-01,9.847749e+00,6.597222e+03,1.140000e+04,1.880499e-02,2.811500e+02,False,1.088060e+03,1.135900e-01,3.298000e-02,3.347983e-01,1.000000e+00,4.339162e-04,2.459000e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Amblyramphus_holosericeus,2.755957e+00,7.546294e+02,2.800000e-01,3.300000e+00,5.035000e+01,5.300000e+01,6.758285e-02,3.147500e+02,False,1.375991e+03,2.303000e-02,4.352100e-02,7.470607e-01,1.000000e+00,5.129520e-02,3.706000e+03,2.680600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Ambystoma_maculatum,1.009324e+02,1.548761e+04,2.800000e-01,4.200000e-03,1.392868e+00,1.284000e+01,2.066168e-01,2.901500e+02,False,4.320985e+01,3.797000e-02,2.146100e-02,6.581658e-02,1.000000e+00,3.742522e-03,2.474000e+02,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,train
Ambystoma_mexicanum,1.591192e+01,8.227791e+03,2.800000e-01,4.200000e-03,2.449440e+01,1.100000e+02,2.066168e+00,2.901500e+02,False,1.339040e+02,1.602700e-01,7.026600e-02,4.322496e-02,1.000000e+00,4.756111e-04,9.123000e+03,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,train
Ameiurus_catus,6.573437e+00,3.053660e+03,2.000000e-01,9.200000e-03,1.062837e+03,1.000000e+04,1.604632e+01,2.981500e+02,True,3.091744e+02,7.767000e-02,2.357200e-02,6.755878e-02,8.757202e-01,7.509271e-06,1.618000e+05,2.000000e-03,9.569723e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,test
Ameiurus_melas,2.030681e+00,2.181186e+03,2.000000e-01,9.200000e-03,1.258335e+03,3.970000e+03,1.742171e+01,2.981500e+02,True,1.404419e+02,1.310000e-02,6.726400e-02,1.536187e-01,9.681400e-01,4.657262e-06,9.570000e+04,5.803700e-04,9.893463e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,train
Ameiurus_nebulosus,5.766593e+00,2.730392e+03,2.000000e-01,8.700000e-03,1.953418e+02,2.080000e+03,4.548797e+01,2.951500e+02,True,2.536410e+01,3.836000e-02,2.353800e-02,4.970285e-02,6.730493e-04,5.441521e-02,3.839000e+04,2.000000e-03,9.004789e-02,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,train
Amia_calva,2.171132e+01,7.032787e+03,2.000000e-01,1.556480e-02,1.945600e+03,3.800000e+03,1.092028e+02,2.881500e+02,False,1.720855e+03,4.363000e-01,2.561000e-02,9.157389e-02,1.000000e+00,3.877566e-06,1.364000e+06,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,train
