species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Alle_alle,1.6350000000e+02,2.8000000000e-01,Alle,Alcidae,Charadriiformes,Aves,Chordata,1.8210814468e+03,9.5366147434e-01,2.9846012061e-02,6.9829717252e+02,1.8215787425e+03,1.8215787426e+03,1.5489686284e+04,2.8467393113e-02,1.0000000000e+00,False,True,train
Alligator_sinensis,2.3900000000e+04,3.0000000000e-01,Alligator,Alligatoridae,Crocodilia,Reptilia,Chordata,3.0345044455e+02,8.9715407186e-01,9.4099861237e-02,1.0879077935e+01,2.1370742569e+04,2.1370742571e+04,9.1516486023e+06,4.1948240389e-04,1.0000000000e+00,False,True,train
Allocyttus_niger,1.6500000000e+03,2.0000000000e-01,Allocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Chordata,7.3636697737e+02,5.5710452091e-01,2.8859000000e-02,6.3470452463e+01,1.8336866899e+00,1.8336866901e+00,1.9246850693e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Allocyttus_verrucosus,1.2300000000e+03,2.0000000000e-01,Allocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Chordata,3.1896943972e+02,5.0070403497e-01,2.8859000000e-02,2.2338449066e+01,4.3588609915e+00,4.3588609919e+00,7.7106830223e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Allothunnus_fallai,1.3900000000e+04,2.0000000000e-01,Allothunnus,Scombridae,Scombriformes,Actinopterygii,Chordata,1.1854804849e+02,8.8837520918e-01,1.9849000000e-02,1.4837600000e+01,1.7125378163e-01,2.9037508732e+00,3.7752984623e+05,2.0000000000e-03,2.5671187542e+00,True,False,train
Alona_iheringula,1.7200000000e-05,1.7000000000e-01,Alona,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,1.1830642682e+02,6.2079376584e-01,1.5976140954e-02,4.0443598868e+03,4.8245166273e-03,4.8245166277e-03,3.5270928320e-02,2.0000000000e-03,1.0000000000e+00,False,False,train
Alopias_pelagicus,1.3730000000e+05,2.0000000000e-01,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,6.0409478676e+02,5.8520136481e-01,3.8721000000e-02,1.1455503900e+01,7.3908046517e+06,7.3908046524e+06,7.3237877694e+07,2.0000000000e-03,1.0000000000e+00,False,False,val
Alopias_vulpinus,2.9380000000e+05,2.0000000000e-01,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,9.8019418788e+02,6.5201760765e-01,3.8230000000e-02,1.8456828822e+01,3.5485269555e+06,3.5485269558e+06,1.1787290224e+08,2.0000000000e-03,1.0000000000e+00,False,False,train
Alosa_pseudoharengus,1.7000000000e+03,2.0000000000e-01,Alosa,Alosidae,Clupeiformes,Actinopterygii,Chordata,2.9449937068e+02,4.6923715905e-01,2.5153477208e-02,3.9092126636e+01,1.1215362304e+00,4.4202947812e+00,9.6280047781e+05,2.0000000000e-03,1.5753158839e+00,True,False,val
Alosa_sapidissima,3.6000000000e+03,2.0000000000e-01,Alosa,Alosidae,Clupeiformes,Actinopterygii,Chordata,3.8245669164e+03,6.2597526054e-01,2.1838758435e-02,9.6452396352e+02,3.4218693751e-01,2.2031419445e+00,7.3214817977e+06,2.0000000000e-03,1.8196189282e+00,True,False,train
Amandava_subflava,7.3000000000e+00,2.8000000000e-01,Amandava,Estrildidae,Passeriformes,Aves,Chordata,5.8892473862e+02,9.3771538793e-01,2.7246337189e-02,4.6377423711e+02,1.1296624125e+02,1.1296624126e+02,2.2869634630e+03,1.8862033676e-02,1.0000000000e+00,False,True,train
Amazona_aestiva,4.5100000000e+02,2.8000000000e-01,Amazona,Psittacidae,Psittaciformes,Aves,Chordata,1.6865881676e+03,9.5872285016e-01,2.3177562846e-02,4.8596343966e+02,7.6462865727e+02,7.6462865735e+02,3.4543775434e+04,1.9933854589e-02,1.0000000000e+00,False,True,train
Amazona_agilis,2.1225000000e+02,2.8000000000e-01,Amazona,Psittacidae,Psittaciformes,Aves,Chordata,1.8793032989e+03,7.3299164482e-01,2.5439263426e-02,5.3510996536e+02,6.5148172134e+03,6.5148172141e+03,1.4558939785e+05,2.1939421405e-02,1.0000000000e+00,False,True,train
Amazona_amazonica,4.7000000000e+02,2.8000000000e-01,Amazona,Psittacidae,Psittaciformes,Aves,Chordata,2.5119576124e+03,7.7085616093e-01,3.0717771198e-02,5.9886709365e+02,7.6230170311e+03,7.6230170319e+03,2.4376313936e+05,2.4029221741e-02,1.0000000000e+00,False,True,train
Amazona_finschi,4.0000000000e+02,2.8000000000e-01,Amazona,Psittacidae,Psittaciformes,Aves,Chordata,1.8303953620e+03,9.0715796996e-01,2.4460083458e-02,5.2269682581e+02,1.9132549112e+03,1.9132549114e+03,7.3443159415e+04,2.1527048075e-02,1.0000000000e+00,False,True,train
Ambiserrula_jugosa,1.9600000000e+01,2.0000000000e-01,Ambiserrula,Platycephalidae,Perciformes,Actinopterygii,Chordata,2.4364838871e+01,9.2174736289e-01,2.1593000000e-02,1.6509053157e+01,2.3366650069e-02,1.4674094966e-01,8.4964395339e+02,2.0000000000e-03,1.8405397637e+00,True,False,train
Amblema_plicata,5.4700000000e+01,9.0000000000e-02,Amblema,Unionidae,Unionoida,Bivalvia,Mollusca,3.6682923724e+01,9.8792229584e-01,3.2723231947e-03,1.7778768596e+01,9.2928260481e-07,9.2928262480e-07,4.3896438115e+01,2.0000000000e-03,1.0000000072e+00,True,False,train
Amblygaster_sirm,1.9600000000e+02,2.0000000000e-01,Amblygaster,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,6.4582918849e+02,9.5492400698e-01,2.5133000000e-02,2.7671365236e+02,1.2822975241e-02,3.4640145875e-02,5.0463582280e+03,2.0000000000e-03,1.3849468986e+00,True,False,val
Amblygobius_bynoensis,1.0000000000e+01,2.0000000000e-01,Amblygobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,1.0401881572e+02,9.0000000000e-01,2.0805700940e-02,5.5385593053e+01,8.0128887086e-02,8.0128887094e-02,5.1880434500e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblygobius_phalaena,2.9200000000e+01,2.0000000000e-01,Amblygobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,9.0488044314e+01,9.0000000000e-01,2.1430322790e-02,3.2819394448e+01,8.5789300882e-02,8.5789300890e-02,7.6530199222e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblyopsis_rosae,3.2706422000e+00,2.0000000000e-01,Amblyopsis,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,3.8150359637e+01,9.4513704202e-01,2.2062991722e-02,2.6692821207e+01,9.5460133632e-01,9.5460133641e-01,4.6768016901e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblyopsis_spelaea,6.9000000000e+00,2.0000000000e-01,Amblyopsis,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,4.5978766542e+01,9.0193903450e-01,2.1834275114e-02,2.4149019682e+01,2.0721091487e+00,2.0721091489e+00,9.2349905082e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblyraja_georgiana,1.6200000000e+04,2.0000000000e-01,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chordata,2.9811188987e+03,7.0000000000e-01,6.3510000000e-02,1.8629120000e+02,1.0180232190e+04,1.0180232191e+04,3.9886784372e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblyraja_radiata,1.1400000000e+04,2.0000000000e-01,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chordata,8.8866871409e+02,8.4961375904e-01,3.2980000000e-02,6.5539925660e+01,1.7167063370e+03,1.7167063372e+03,3.6612447836e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Amblyramphus_holosericeus,5.3000000000e+01,2.8000000000e-01,Amblyramphus,Icteridae,Passeriformes,Aves,Chordata,2.3477591668e+03,9.8143108864e-01,3.0423485414e-02,1.4371006400e+03,8.5431122946e+01,8.5431122954e+01,1.3873899722e+03,5.8534562823e-02,1.0000000000e+00,False,True,train
Ambystoma_maculatum,1.2840000000e+01,2.8000000000e-01,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,4.3208060833e+01,9.6203120362e-01,2.1461178425e-02,1.9418802145e+01,9.2583495664e-01,7.9350755068e+00,2.4743008115e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Ambystoma_mexicanum,1.1000000000e+02,2.8000000000e-01,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,1.3390372646e+02,8.3973093900e-01,7.0266090522e-02,2.5353594833e+01,4.3385634350e+00,4.3385634355e+00,9.1211709520e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Ameiurus_catus,1.0000000000e+04,2.0000000000e-01,Ameiurus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,3.1543922325e+02,9.2027434599e-01,2.3572000000e-02,2.1189842358e+01,1.0766820272e+00,1.0949660358e+00,1.7155277213e+05,2.0000000000e-03,1.0055959993e+00,True,False,train
Amia_calva,3.8000000000e+03,2.0000000000e-01,Amia,Amiidae,Amiiformes,Actinopterygii,Chordata,1.7963302994e+03,5.6738093624e-01,2.5084535715e-02,1.6476501644e+02,4.9696833404e+00,4.9696833409e+00,1.3587319110e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Ammocrypta_pellucida,3.8000000000e+00,2.0000000000e-01,Ammocrypta,Percidae,Perciformes,Actinopterygii,Chordata,7.6685133590e+01,9.1084132881e-01,6.1323172181e-02,4.8026050834e+01,5.2358402382e-01,5.2358405499e-01,2.0805113260e+02,2.0000000000e-03,1.0000000189e+00,True,False,val
Ammodramus_savannarum,2.0420000000e+01,2.8000000000e-01,Ammodramus,Emberizidae,Passeriformes,Aves,Chordata,3.7482053227e+03,9.1162460894e-01,2.3734197178e-02,3.6840009280e+03,1.5932454917e+02,1.5932454919e+02,1.3755837151e+03,1.5032996653e-01,1.0000000000e+00,False,True,train
Ammodytes_americanus,4.1000000000e+01,2.0000000000e-01,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopterygii,Chordata,2.3200190176e+02,6.2710017331e-01,2.0892941892e-02,1.8565154342e+02,3.5950080200e-01,9.5876843642e+00,6.4557153754e+03,2.0000000000e-03,2.9348388994e+00,True,False,train
Ammodytes_personatus,6.2900000000e+01,2.0000000000e-01,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopterygii,Chordata,3.9466420372e+01,9.3451702995e-01,2.2736436990e-02,3.5089578368e+01,1.0292270691e-01,4.2213539028e+00,4.4902350439e+03,2.0000000000e-03,3.4076259914e+00,True,False,test
Ammodytes_tobianus,2.2600000000e+01,2.0000000000e-01,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopterygii,Chordata,9.7088874772e+01,6.3930384757e-01,2.7930000000e-02,8.1777633255e+01,6.6160051310e-01,2.0665239942e+01,2.8013449878e+04,2.0000000000e-03,3.0897698648e+00,True,False,train
Ammomanes_deserti,2.2000000000e+01,2.8000000000e-01,Ammomanes,Alaudidae,Passeriformes,Aves,Chordata,7.4194226101e+03,9.0562740114e-01,2.3456634129e-02,8.8409547274e+03,1.1797219327e+02,1.1797219328e+02,9.7818629559e+02,3.6262387109e-01,1.0000000000e+00,False,True,train
Ammospiza_caudacuta,1.8400000000e+01,2.8000000000e-01,Ammospiza,Passerellidae,Passeriformes,Aves,Chordata,2.9638745728e+03,9.1956170700e-01,2.7072327583e-02,2.7012382291e+03,1.9169317864e+02,1.9169317866e+02,1.7191464377e+03,1.1062780847e-01,1.0000000000e+00,False,True,train
Ammospiza_leconteii,1.3800000000e+01,2.8000000000e-01,Ammospiza,Passerellidae,Passeriformes,Aves,Chordata,3.4403658838e+03,9.3610548427e-01,2.2429407078e-02,3.9125626568e+03,1.0096292300e+02,1.0096292301e+02,6.3988920180e+02,1.6031415107e-01,1.0000000000e+00,False,True,train
Ammospiza_maritima,2.2250000000e+01,2.8000000000e-01,Ammospiza,Passerellidae,Passeriformes,Aves,Chordata,3.9594914300e+03,9.4114050444e-01,2.4085467497e-02,3.9501767469e+03,1.2132635918e+02,1.2132635919e+02,9.4573125026e+02,1.6066586087e-01,1.0000000000e+00,False,True,train
Amphiprion_ocellaris,1.9700000000e+01,2.0000000000e-01,Amphiprion,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,2.5582650256e+02,8.1317748414e-01,1.9408004380e-02,1.1931409444e+02,1.1705289318e+00,1.1705289345e+00,1.6343348790e+03,2.0000000000e-03,1.0000000007e+00,True,False,test
Amphiuma_means,1.0420000000e+03,2.8000000000e-01,Amphiuma,Amphiumidae,Caudata,Amphibia,Chordata,2.1883979709e+02,7.7391945277e-01,1.1105065015e-02,2.5617124253e+01,2.8426307103e+02,3.5728970227e+02,1.1951235332e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Amphiura_filiformis,5.8465000000e+00,9.0000000000e-02,Amphiura,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,1.4389155967e+01,9.9134857118e-01,3.0417987734e-02,4.1505379857e+01,8.9721243654e-06,1.2848572412e-03,1.8779109527e+02,2.0000000000e-03,5.2030996929e+00,True,False,train
Anabas_testudineus,3.0600000000e+02,2.0000000000e-01,Anabas,Anabantidae,Anabantiformes,Actinopterygii,Chordata,1.3900323279e+02,9.9876920357e-01,2.4238458787e-02,2.6506697067e+02,5.6366710760e-04,1.4427961389e+00,5.2274376877e+02,2.0000000000e-03,1.3344898018e+01,True,False,train
Anarhichas_denticulatus,3.2000000000e+04,2.0000000000e-01,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Chordata,4.2384220557e+02,7.3257876209e-01,1.7075142172e-02,2.3153702673e+02,5.1462672736e+01,1.3098576967e+05,6.9106391056e+06,2.0000000000e-03,1.2711840196e+01,True,False,train
Anarhichas_minor,2.7900000000e+04,2.0000000000e-01,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Chordata,3.5412228922e+01,7.4567103679e-01,7.2740193159e-03,2.0042673784e+01,8.5806084771e+01,5.6220491040e+05,8.6908209613e+05,2.0000000000e-03,1.8102819350e+01,True,False,train
Anas_acuta,6.8000000000e+02,2.8000000000e-01,Anas,Anatidae,Anseriformes,Aves,Chordata,8.1655808509e+03,6.7687403878e-01,1.3422822185e-01,1.3665944419e+03,1.5723642613e+04,1.5723642615e+04,7.6171366761e+05,5.5835374752e-02,1.0000000000e+00,False,True,val
Anas_diazi,1.2000000000e+03,2.8000000000e-01,Anas,Anatidae,Anseriformes,Aves,Chordata,1.0573933928e+04,7.5657695377e-01,2.3675319514e-02,3.0592275480e+03,3.2878721317e+03,3.2878721321e+03,1.3268279138e+05,1.2526575032e-01,1.0000000000e+00,False,True,train
Anas_platyrhynchos,1.0995000000e+03,2.8000000000e-01,Anas,Anatidae,Anseriformes,Aves,Chordata,1.0103847399e+03,7.4638944771e-01,5.0176334806e-02,1.1761322728e+02,2.8217981565e+04,2.8217981568e+04,1.5617934521e+06,4.8178268021e-03,1.0000000000e+00,False,True,train
Anas_rubripes,1.1110000000e+03,2.8000000000e-01,Anas,Anatidae,Anseriformes,Aves,Chordata,5.1943529700e+03,8.4220556738e-01,2.0190770428e-02,1.4566087777e+03,3.0360755538e+03,3.0360755541e+03,1.0952511297e+05,5.9560064000e-02,1.0000000000e+00,False,True,train
Anas_sparsa,9.3000000000e+02,2.8000000000e-01,Anas,Anatidae,Anseriformes,Aves,Chordata,2.8376422970e+03,8.7145059352e-01,2.3990522982e-02,6.8564310896e+02,4.7674044690e+03,4.7674044695e+03,1.5588895978e+05,2.7712000000e-02,1.0000000000e+00,False,False,test
Anaxyrus_americanus,1.2000000000e+02,2.8000000000e-01,Anaxyrus,Bufonidae,Anura,Amphibia,Chordata,6.5461877094e+02,8.0305894571e-01,1.7958820877e-01,1.2423787561e+02,4.8695959226e+00,2.1522949604e+02,5.1435671563e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Anchoa_hepsetus,2.9760000000e+01,2.0000000000e-01,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Chordata,3.5503122137e+02,9.3606800576e-01,3.2603589075e-02,2.0207212410e+02,3.0353273618e-02,6.0653484836e-02,9.3706600696e+02,2.0000000000e-03,1.2538430132e+00,True,False,train
Anchoa_mitchilli,7.6000000000e+00,2.0000000000e-01,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Chordata,1.0764328568e+02,4.4676514173e-01,4.1710284635e-02,2.8169900114e+01,9.9214996545e-01,9.9215001028e-01,2.3434230966e+03,2.0000000000e-03,1.0000000148e+00,True,False,train
Anchoa_panamensis,4.9700000000e+01,2.0000000000e-01,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Chordata,3.8416921236e+01,9.7764518536e-01,2.2338000000e-02,2.8106197299e+01,9.6572690781e-03,1.4395423492e-01,2.5861799201e+02,2.0003811432e-03,2.4481138825e+00,True,True,test
Anchoviella_guianensis,1.3200000000e+01,2.0000000000e-01,Anchoviella,Engraulidae,Clupeiformes,Actinopterygii,Chordata,5.9788070469e+02,9.8917652462e-01,4.0339258271e-02,6.5481941923e+02,3.9966142425e-03,1.7656617558e-02,4.8577008531e+01,2.0000000000e-03,1.6181211807e+00,True,False,train
Andrias_davidianus,3.0000000000e+04,2.8000000000e-01,Andrias,Cryptobranchidae,Caudata,Amphibia,Chordata,5.5974515237e+02,9.8741357918e-01,3.6907517968e-02,2.6308576356e+01,6.3797702251e+00,6.3797702257e+00,6.9006966867e+04,1.0792214391e-03,1.0000000000e+00,False,True,val
Andrias_japonicus,3.6000000000e+04,2.8000000000e-01,Andrias,Cryptobranchidae,Caudata,Amphibia,Chordata,1.8141407772e+02,9.1507645484e-01,1.0722332275e-01,5.4920870654e+00,1.6306297709e+02,1.6306297710e+02,1.0134393284e+06,2.2451919402e-04,1.0000000000e+00,False,True,train
Aneides_aeneus,7.2000000000e+00,2.8000000000e-01,Aneides,Plethodontidae,Caudata,Amphibia,Chordata,1.0671421465e+02,7.7486597734e-01,2.0782639553e-02,5.1910769822e+01,1.7546138992e+01,1.7546138993e+01,1.4892529788e+04,2.0000000000e-03,1.0000000000e+00,False,False,test
Anodontostoma_chacunda,1.1240000000e+02,2.0000000000e-01,Anodontostoma,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,3.9877248991e+02,3.2403174574e-01,2.8298817954e-02,4.9442403528e+01,1.1319081686e+00,1.9038685108e+00,1.6715995131e+05,2.0000000000e-03,1.1872376419e+00,True,False,train
Anolis_acutus,3.0500000000e+00,3.0000000000e-01,Anolis,Dactyloidae,Squamata,Reptilia,Chordata,3.7853167455e+02,5.5659928875e-01,3.7272877681e-02,2.0459811960e+02,8.6534211002e+02,8.6534211010e+02,1.3434072052e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Anolis_carolinensis,4.4400000000e+00,3.0000000000e-01,Anolis,Dactyloidae,Squamata,Reptilia,Chordata,7.3582938246e+01,5.5455983466e-01,2.8223851683e-02,2.7310774047e+01,1.1849184854e+03,1.1849184855e+03,1.0425893135e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Anolis_gundlachi,2.9131708527e+00,3.0000000000e-01,Anolis,Dactyloidae,Squamata,Reptilia,Chordata,1.7597026600e+02,8.1215007865e-01,2.3114374450e-02,1.2660562102e+02,1.0142536527e+02,1.0142536528e+02,4.0288166865e+03,2.0000000000e-03,1.0000000000e+00,False,False,test
Anolis_opalinus,1.9800000000e+00,3.0000000000e-01,Anolis,Dactyloidae,Squamata,Reptilia,Chordata,6.5696320989e+02,6.1229871826e-01,2.2149793566e-02,5.5873885696e+02,7.9657858891e+02,7.9657858899e+02,5.9902335974e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Anolis_sagrei,2.5000000000e+00,3.0000000000e-01,Anolis,Dactyloidae,Squamata,Reptilia,Chordata,3.5589642801e+02,4.7538265101e-01,3.5164127009e-02,1.6914286069e+02,1.1103690594e+03,1.1103690595e+03,1.5172055926e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Anoplopoma_fimbria,1.7700000000e+04,2.0000000000e-01,Anoplopoma,Anoplopomatidae,Perciformes,Actinopterygii,Chordata,1.7512380532e+04,7.6960822178e-01,2.9926424993e-02,9.8815369000e+03,1.3808276767e-01,9.2748367216e+00,1.9637474725e+06,2.0000000000e-03,3.8120756260e+00,True,False,train
Anous_cerulea,5.7900000000e+01,2.8000000000e-01,Anous,Laridae,Charadriiformes,Aves,Chordata,7.4012889734e+01,9.7815495954e-01,3.9746670253e-02,2.0334535280e+01,7.0122493191e+02,7.0122493198e+02,6.1981362171e+03,8.3373517751e-04,1.0000000000e+00,False,True,train
Anous_minutus,1.1200000000e+02,2.8000000000e-01,Anous,Laridae,Charadriiformes,Aves,Chordata,7.7602754344e+02,9.0943128432e-01,3.0120014767e-02,2.4912851250e+02,4.6069693723e+03,4.6069693728e+03,4.9542247902e+04,1.0179430083e-02,1.0000000000e+00,False,True,train
Anous_stolidus,2.5000000000e+02,2.8000000000e-01,Anous,Laridae,Charadriiformes,Aves,Chordata,1.7449655008e+03,9.3495159961e-01,2.5313713594e-02,5.8719650348e+02,2.3873284048e+03,2.3873284050e+03,3.3181448602e+04,2.4044039694e-02,1.0000000000e+00,False,True,val
Anous_tenuirostris,1.1500000000e+02,2.8000000000e-01,Anous,Laridae,Charadriiformes,Aves,Chordata,1.2957736724e+03,8.3710985186e-01,2.5251251334e-02,4.6676583708e+02,6.3992486256e+03,6.3992486263e+03,5.6506136447e+04,1.9010615959e-02,1.0000000000e+00,False,True,train
Anoxypristis_cuspidata,7.0750000000e+05,2.0000000000e-01,Anoxypristis,Pristidae,Rhinopristiformes,Chondrichthyes,Chordata,2.3129830818e+03,9.6527643041e-01,2.1877000000e-02,7.3104981228e+01,1.5014919703e+04,1.5014919704e+04,1.8592410125e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Anser_anser,4.6000000000e+03,2.8000000000e-01,Anser,Anatidae,Anseriformes,Aves,Chordata,2.4613913185e+04,9.7605153626e-01,2.4419258622e-02,7.6805894297e+03,2.7805781564e+02,2.7805781566e+02,1.3597925319e+04,3.2803704939e-01,1.0000000000e+00,False,True,train
Anser_caerulescens,2.3910000000e+03,2.8000000000e-01,Anser,Anatidae,Anseriformes,Aves,Chordata,5.5664707797e+03,9.1568799389e-01,2.1386135766e-02,1.3235345158e+03,3.9160512102e+03,3.9160512106e+03,1.0959279586e+05,5.4207715373e-02,1.0000000000e+00,False,True,train
Anthobaphes_violacea,8.8000000000e+00,2.8000000000e-01,Anthobaphes,Nectariniidae,Passeriformes,Aves,Chordata,6.0434627506e+02,9.5893981370e-01,2.9908612680e-02,4.4802021205e+02,1.3546388805e+02,1.3546388806e+02,1.9576978947e+03,1.8306907416e-02,1.0000000000e+00,False,True,train
Anthracoceros_malayanus,1.0500000000e+03,2.8000000000e-01,Anthracoceros,Bucerotidae,Bucerotiformes,Aves,Chordata,3.2482200052e+03,9.5417419544e-01,3.4424539749e-02,7.6283296375e+02,3.6132944202e+03,3.6132944206e+03,6.9654115501e+04,3.1304781377e-02,1.0000000000e+00,False,True,train
Anthus_hellmayri,1.8750000000e+01,2.8000000000e-01,Anthus,Motacillidae,Passeriformes,Aves,Chordata,2.1071143615e+03,9.6006456564e-01,2.4989813924e-02,1.8288424498e+03,9.8669688196e+01,9.8669688206e+01,1.0708916968e+03,7.4577492217e-02,1.0000000000e+00,False,True,train
Anthus_pratensis,2.0000000000e+01,2.8000000000e-01,Anthus,Motacillidae,Passeriformes,Aves,Chordata,1.1705498401e+03,9.7218564376e-01,2.8125660432e-02,8.1757122763e+02,7.9229761277e+01,7.9229761285e+01,1.3036614981e+03,3.3489102760e-02,1.0000000000e+00,False,True,train
Anthus_rubescens,2.0100000000e+01,2.8000000000e-01,Anthus,Motacillidae,Passeriformes,Aves,Chordata,1.7421648007e+03,9.2686303124e-01,2.6365956603e-02,1.3305121247e+03,2.2911383313e+02,2.2911383316e+02,2.8325310107e+03,5.4458362768e-02,1.0000000000e+00,False,True,test
