species,Wwi,d_V,genus,family,order,class,phylum,kap,v,s_p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,p_M,metamorphosis,estim_p_M,estim_v,estim_kap,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,estim_s_M,estim_s_p_M,estim_p_Am
Stercorarius_longicaudus,2.7000000000e+02,2.8000000000e-01,Stercorarius,Stercorariidae,Charadriiformes,Aves,Chordata,9.5080604965e-01,2.7655419805e-02,8.4533460080e-01,9.7777397715e+02,9.7777397725e+02,1.0954836945e+04,8.1593779505e-02,1.0000000000e+00,1.9955964942e+03,False,True,True,True,True,True,False,True,True,True,True
Ensatina_eschscholtzii,1.0250000000e+01,2.8000000000e-01,Ensatina,Plethodontidae,Caudata,Amphibia,Chordata,8.4910841346e-01,1.4904776060e-02,4.7537364245e-02,1.3372255294e+01,1.3372255296e+01,5.1543312216e+02,2.0000000000e-03,1.0000000000e+00,1.6669221015e+01,False,True,True,True,False,True,False,True,True,True,True
Arapaima_gigas,1.0000000000e+05,2.0000000000e-01,Arapaima,Arapaimidae,Osteoglossiformes,Actinopterygii,Chordata,9.9050528757e-01,3.2389533697e-02,1.5150007565e-01,2.5897840603e-01,2.5897840606e-01,3.6610364178e+05,2.0000000000e-03,1.0000000000e+00,2.8989874404e+01,False,True,True,True,False,True,False,True,True,True,True
Columba_livia,3.0000000000e+02,2.8000000000e-01,Columba,Columbidae,Columbiformes,Aves,Chordata,7.8951347535e-01,1.8116167683e-02,9.4284035249e-01,8.4513689673e+02,8.4513689681e+02,1.6809899293e+04,2.9190634191e-01,1.0000000000e+00,7.0861266195e+03,False,True,True,True,True,True,False,True,True,True,True
Channa_punctata,3.0000000000e+02,2.0000000000e-01,Channa,Channidae,Anabantiformes,Actinopterygii,Chordata,9.3526869959e-01,2.0868730065e-01,8.1006764703e-02,1.5540794850e-01,1.5540794852e-01,9.8497135115e+03,2.0000000000e-03,1.0000000000e+00,1.2022010379e+01,False,True,True,True,False,True,False,True,True,True,True
Phlogophilus_harterti,3.0000000000e+00,2.8000000000e-01,Phlogophilus,Trochilidae,Apodiformes,Aves,Chordata,6.8807212218e-01,6.4589806173e-02,3.2252193452e-01,5.1794983268e+03,5.1794983273e+03,9.8684612052e+03,8.4372796395e-04,1.0000000000e+00,2.0633635364e+01,False,True,True,True,True,True,False,True,True,True,True
Cercomacroides_serva,2.0000000000e+01,2.8000000000e-01,Cercomacroides,Thamnophilidae,Passeriformes,Aves,Chordata,9.5691112089e-01,2.2925272993e-02,8.3680691478e-01,1.4449583855e+02,1.4449583857e+02,1.0573631453e+03,9.0782024707e-02,1.0000000000e+00,2.2173947475e+03,False,True,True,True,True,True,False,True,True,True,True
Typhlonarke_aysoni,1.4000000000e+03,2.0000000000e-01,Typhlonarke,Narkidae,Torpediniformes,Chondrichthyes,Chordata,7.7916950056e-01,3.1272096578e-02,2.7756330487e-02,8.2976371195e+03,8.2976371203e+03,6.4147639531e+04,2.0000000000e-03,1.0000000000e+00,4.6096338073e+01,False,True,True,True,False,True,False,True,True,True,True
Cleisthenes_pinetorum,1.0000000000e+03,2.0000000000e-01,Cleisthenes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,9.5084338753e-01,2.4730000000e-02,1.2541971781e-01,1.9644731058e-01,2.2358335715e+00,3.1028652361e+04,2.0000000000e-03,2.2456767195e+00,1.4586184007e+01,True,True,False,True,False,True,True,True,True,True,True
Liparis_pulchellus,1.3300000000e+02,2.0000000000e-01,Liparis,Liparidae,Perciformes,Actinopterygii,Chordata,9.9540696613e-01,2.0927433171e-02,4.6888105114e-02,1.4314575731e-03,2.4049280943e+00,3.6852065336e+02,2.0000000000e-03,1.1680307939e+01,2.8921087795e+01,True,True,True,True,False,True,True,True,True,True,True
Allothunnus_fallai,1.3900000000e+04,2.0000000000e-01,Allothunnus,Scombridae,Scombriformes,Actinopterygii,Chordata,8.8837520918e-01,1.9849000000e-02,6.6947440750e-02,1.7125378163e-01,2.9037508732e+00,3.7752984623e+05,2.0000000000e-03,2.5671187542e+00,1.4837600000e+01,True,False,False,True,False,True,True,True,True,True,True
Sceloporus_orcutti,7.3300000000e+01,3.0000000000e-01,Sceloporus,Phrynosomatidae,Squamata,Reptilia,Chordata,7.1586399142e-01,2.9244746671e-02,1.7412477358e-01,1.9883262028e+03,1.9883262030e+03,1.1668494596e+05,2.0000000000e-03,1.0000000000e+00,2.1633651840e+02,False,True,True,True,False,True,False,True,True,True,True
Geronticus_eremita,1.2020000000e+03,2.8000000000e-01,Geronticus,Threskiornithidae,Pelecaniformes,Aves,Chordata,9.6331668325e-01,3.3298315873e-02,8.3991998390e-01,1.4150904650e+03,1.4150904652e+03,5.5214473860e+04,3.3085614647e-02,1.0000000000e+00,8.1226467261e+02,False,True,True,True,True,True,False,True,True,True,True
Turdus_rufiventris,7.2200000000e+01,2.8000000000e-01,Turdus,Turdidae,Passeriformes,Aves,Chordata,9.7670850196e-01,2.3712504367e-02,7.7332798342e-01,4.9096921811e+01,4.9096921816e+01,5.5243027700e+02,3.2990446911e-01,1.0000000000e+00,8.0458972970e+03,False,True,True,True,True,True,False,True,True,True,True
Anthus_spragueii,2.4100000000e+01,2.8000000000e-01,Anthus,Motacillidae,Passeriformes,Aves,Chordata,9.7538812073e-01,2.9475073889e-02,6.2465057671e-01,8.6942222969e+01,8.6942222978e+01,1.2019680192e+03,3.4267507105e-02,1.0000000000e+00,8.4381820537e+02,False,True,True,True,True,True,False,True,True,True,True
Centroscymnus_owstonii,4.9700000000e+04,2.0000000000e-01,Centroscymnus,Somniosidae,Squaliformes,Chondrichthyes,Chordata,7.3533240238e-01,7.6554942406e-02,1.6910269979e-01,1.8248863197e+05,1.8248863199e+05,1.1171191744e+07,2.0000000000e-03,1.0000000000e+00,2.4852282125e+01,False,True,True,True,False,True,False,True,True,True,True
Pagurus_bernhardus,5.4000000000e+01,1.7000000000e-01,Pagurus,Paguridae,Decapoda,Malacostraca,Arthropoda,9.9989414248e-01,2.0515286728e-02,2.5379500685e-02,5.8789718926e-06,3.2640884550e-03,4.6541846738e+00,2.0000000000e-03,8.1012377170e+00,9.4239493099e+01,True,True,True,True,False,True,True,True,True,True,True
Sterna_dougallii,1.1200000000e+02,2.8000000000e-01,Sterna,Laridae,Charadriiformes,Aves,Chordata,9.1877343218e-01,2.5338477514e-02,8.7090157442e-01,1.2153726161e+03,1.2153726162e+03,9.4650207898e+03,7.6791573212e-02,1.0000000000e+00,1.8812239311e+03,False,True,True,True,True,True,False,True,True,True,True
Culaea_inconstans,7.8400000000e+00,2.0000000000e-01,Culaea,Gasterosteidae,Perciformes,Actinopterygii,Chordata,9.9539233293e-01,4.4455386995e-02,1.3413005796e-02,5.3808580964e-03,7.0359109046e-03,2.5379310732e+01,2.0000000000e-03,1.0904300445e+00,1.9281064688e+02,True,True,True,True,False,True,True,True,True,True,True
Motacilla_clara,2.5000000000e+01,2.8000000000e-01,Motacilla,Motacillidae,Passeriformes,Aves,Chordata,9.5969263664e-01,2.5028055651e-02,8.8602774631e-01,9.5680030752e+01,9.5680030762e+01,1.3371051490e+03,8.9498844667e-02,1.0000000000e+00,2.2086411322e+03,False,True,True,True,True,True,False,True,True,True,True
Poicephalus_cryptoxanthus,1.6000000000e+02,2.8000000000e-01,Poicephalus,Psittacidae,Psittaciformes,Aves,Chordata,8.8064964467e-01,2.0025806622e-02,9.2600080542e-01,1.4711745284e+03,1.4711745286e+03,5.7850367978e+04,1.3017295686e-02,1.0000000000e+00,3.1775012203e+02,False,True,True,True,True,True,False,True,True,True,True
Neophron_percnopterus,2.0260000000e+03,2.8000000000e-01,Neophron,Accipitridae,Accipitriformes,Aves,Chordata,7.6653561727e-01,3.0661708459e-02,9.4120372665e-01,4.2470198872e+04,4.2470198876e+04,6.8153195650e+05,2.6401722232e-02,1.0000000000e+00,6.4879561414e+02,False,True,True,True,True,True,False,True,True,True,True
Macropus_antilopinus,1.7500000000e+04,3.0000000000e-01,Macropus,Macropodidae,Diprotodontia,Mammalia,Chordata,7.9993632622e-01,5.3528306832e-02,5.9284990686e-01,4.7586137371e+02,4.7586137375e+02,1.4556496661e+07,2.0196046347e-03,1.0000000000e+00,3.1959081821e+01,False,True,True,True,True,True,False,True,True,True,True
Microbates_cinereiventris,9.0000000000e+00,2.8000000000e-01,Microbates,Polioptilidae,Passeriformes,Aves,Chordata,9.2573631134e-01,3.4390763581e-02,6.9887972687e-01,2.2956232042e+02,2.2956232044e+02,4.0134379956e+03,1.2101216091e-02,1.0000000000e+00,2.9526519188e+02,False,True,True,True,True,True,False,True,True,True,True
Himatione_sanguinea,1.4000000000e+01,2.8000000000e-01,Himatione,Fringillidae,Passeriformes,Aves,Chordata,7.0344328337e-01,3.5166273169e-02,9.5593870207e-01,2.2124121715e+03,2.2124121718e+03,1.4361480172e+04,5.0034543761e-02,1.0000000000e+00,1.2236430309e+03,False,True,True,True,True,True,False,True,True,True,True
Lamna_ditropis,2.3840000000e+05,2.0000000000e-01,Lamna,Lamnidae,Lamniformes,Chondrichthyes,Chordata,6.8651649066e-01,2.0152527397e-01,4.3210929330e-01,5.4202841178e+06,5.4202841183e+06,2.1090917411e+08,2.0000000000e-03,1.0000000000e+00,2.4189213248e+01,False,True,True,True,False,True,False,True,True,True,True
Merops_viridis,3.2300000000e+01,2.8000000000e-01,Merops,Meropidae,Coraciiformes,Aves,Chordata,8.2438037282e-01,2.9774730235e-02,8.5336955076e-01,1.9362539561e+03,1.9362539563e+03,2.1325424496e+04,2.2111146454e-02,1.0000000000e+00,5.4089757116e+02,False,True,True,True,True,True,False,True,True,True,True
Tetronarce_nobiliana,8.6200000000e+04,2.0000000000e-01,Tetronarce,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,5.6442081282e-01,5.3710185869e-02,1.5477271712e-02,1.2756609470e+05,1.2756609471e+05,2.8498802459e+06,2.0000000000e-03,1.0000000000e+00,4.4784185682e+01,False,True,True,True,False,True,False,True,True,True,True
Pseudoplatystoma_corruscans,7.3000000000e+04,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,9.9733520178e-01,2.1036239776e-02,3.4405422610e-02,1.6238043962e-02,1.6054737632e+00,2.8034414324e+04,2.0000000000e-03,4.6134011633e+00,2.0069714181e+01,True,True,True,True,False,True,True,True,True,True,True
Caperea_marginata,3.2000000000e+06,3.0000000000e-01,Caperea,Neobalaenidae,Cetartiodactyla,Mammalia,Chordata,8.5891102742e-01,4.0000000000e-02,8.7334919155e-01,1.6192801110e+07,1.6192801112e+07,1.1082665520e+09,1.3058430406e-03,1.0000000000e+00,3.3818290093e+01,False,True,False,True,True,True,False,True,True,True,True
Spheniscus_humboldti,5.0000000000e+03,2.8000000000e-01,Spheniscus,Spheniscidae,Sphenisciformes,Aves,Chordata,9.8620394076e-01,2.4910921756e-02,6.0115996655e-01,9.8659211635e+02,9.8659211645e+02,4.1469966125e+04,2.6304824846e-02,1.0000000000e+00,6.4173825180e+02,False,True,True,True,True,True,False,True,True,True,True
Lampsilis_teres,1.1430000000e+02,9.0000000000e-02,Lampsilis,Unionidae,Unionoida,Bivalvia,Mollusca,9.8855906825e-01,2.0277912730e-02,2.9970263364e-02,5.9522676668e-06,8.5454615572e-04,2.4084148525e+02,2.0000000000e-03,5.2289150142e+00,1.6184889147e+01,True,True,True,True,False,True,True,True,True,True,True
Berardius_bairdii,1.2539044578e+07,3.0000000000e-01,Berardius,Ziphiidae,Cetartiodactyla,Mammalia,Chordata,6.4394315376e-01,6.2767252004e-02,8.6905606674e-01,4.9203497915e+08,4.9203497920e+08,7.0602652686e+09,2.0000000000e-03,1.0000000000e+00,2.0454676275e+01,False,True,True,True,False,True,False,True,True,True,True
Trachurus_japonicus,1.2000000000e+03,2.0000000000e-01,Trachurus,Carangidae,Carangiformes,Actinopterygii,Chordata,8.0144208722e-01,2.1480000000e-02,4.2179843095e-02,2.1831805063e-01,1.0032980580e+01,7.8774126589e+04,2.0000000000e-03,3.5712163504e+00,2.0921032181e+01,True,True,False,True,False,True,True,True,True,True,True
Pennahia_argentata,7.3200000000e+02,2.0000000000e-01,Pennahia,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,5.1664847324e-01,3.1977003490e-02,1.8584081942e-02,3.7083716694e-01,5.7666835499e-01,4.9413254592e+04,3.3386238001e-03,1.1576345379e+00,5.9358036114e+01,True,True,True,True,True,True,True,True,True,True,True
Pseudochromis_flavivertex,3.3000000000e+00,2.0000000000e-01,Pseudochromis,Pseudochromidae,OvalentariaIncSed,Actinopterygii,Chordata,8.0193989692e-01,2.3953975810e-02,4.3274909251e-02,3.0360069056e-01,3.0360222584e-01,1.6479985234e+03,2.0000000000e-03,1.0000015332e+00,5.6047073634e+02,True,True,True,True,False,True,True,True,True,True,True
Noturus_baileyi,4.6000000000e+00,2.0000000000e-01,Noturus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,8.8998750347e-01,6.4649599210e-02,7.3160619868e-02,7.1640653609e+00,7.1640662431e+00,4.6005649096e+02,2.0000000000e-03,1.0000000379e+00,2.5410739628e+01,True,True,True,True,False,True,True,True,True,True,True
Zonotrichia_albicollis,2.5100000000e+01,2.8000000000e-01,Zonotrichia,Passerellidae,Passeriformes,Aves,Chordata,9.6240582738e-01,2.4022025216e-02,7.4578260854e-01,8.5507010679e+01,8.5507010688e+01,6.5253840895e+02,1.6587495442e-01,1.0000000000e+00,4.0518822858e+03,False,True,True,True,True,True,False,True,True,True,True
Alburnus_baliki,4.4000000000e+01,2.0000000000e-01,Alburnus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,4.7777621536e-01,6.9250509896e-02,1.0154678231e-01,1.5700216882e+01,1.5700216980e+01,2.9819279219e+04,2.0000000000e-03,1.0000000021e+00,1.4782262797e+01,True,True,True,True,False,True,True,True,True,True,True
Calcarius_lapponicus,2.8350000000e+01,2.8000000000e-01,Calcarius,Calcariidae,Passeriformes,Aves,Chordata,9.8369402447e-01,2.1116203527e-02,6.1874080932e-01,1.8770741381e+01,1.8770741383e+01,2.6236329330e+02,1.4050985011e-01,1.0000000000e+00,3.4306641366e+03,False,True,True,True,True,True,False,True,True,True,True
Zosterops_lateralis,1.2500000000e+01,2.8000000000e-01,Zosterops,Zosteropidae,Passeriformes,Aves,Chordata,9.6455845928e-01,2.1701086342e-02,8.4211557087e-01,4.1924067333e+01,4.1924067337e+01,4.8201978350e+02,1.1914628649e-01,1.0000000000e+00,2.9057100283e+03,False,True,True,True,True,True,False,True,True,True,True
Octopus_vulgaris,1.8000000000e+03,2.1000000000e-01,Octopus,Octopodidae,Octopoda,Cephalopoda,Mollusca,9.9274185172e-01,1.0788453389e-02,8.0807150455e-04,6.0434648295e-03,1.8279814272e+03,2.2714613393e+04,2.0000000000e-03,6.5886875714e+01,7.2834080970e+01,True,True,True,True,False,True,True,True,True,True,True
Dipturus_innominatus,7.1140000000e+04,2.0000000000e-01,Dipturus,Rajidae,Rajiformes,Chondrichthyes,Chordata,7.2317598491e-01,6.7373215620e-02,2.7542359124e-01,6.9106141311e+04,6.9106141318e+04,2.4704472607e+07,2.0000000000e-03,1.0000000000e+00,2.8130831203e+01,False,True,True,True,False,True,False,True,True,True,True
Numenius_tahitiensis,4.6300000000e+02,2.8000000000e-01,Numenius,Scolopacidae,Charadriiformes,Aves,Chordata,7.9079447924e-01,2.9688643331e-02,9.2881193410e-01,7.1601010825e+03,7.1601010832e+03,9.9077396068e+04,6.6306401747e-02,1.0000000000e+00,1.6229210209e+03,False,True,True,True,True,True,False,True,True,True,True
Hynobius_yangi,2.6400000000e+00,2.8000000000e-01,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,4.1425519909e-01,3.1151428440e-02,2.5028603663e-01,5.5951604511e+01,3.4294662818e+02,1.8902428734e+04,2.0000000000e-03,1.0000000000e+00,7.7437421759e+01,False,True,True,True,False,True,True,True,True,True,True
Aegotheles_cristatus,6.0000000000e+01,2.8000000000e-01,Aegotheles,Aegothelidae,Aegotheliformes,Aves,Chordata,8.8530940336e-01,2.0180426485e-02,8.1207210742e-01,1.0679393344e+03,1.0679393345e+03,1.1375624918e+04,3.6551022378e-02,1.0000000000e+00,8.8932516817e+02,False,True,True,True,True,True,False,True,True,True,True
Pycnogonum_litorale,7.7000000000e-02,1.7000000000e-01,Pycnogonum,Pycnogonidae,Pantapoda,Pycnogonida,Arthropoda,9.5109137673e-01,5.4061770624e-04,4.9358524485e-02,8.2881979737e-06,2.7372930491e-03,4.4353780754e+00,2.0000000000e-03,6.6666804934e+00,2.4734267589e+02,True,True,True,True,False,True,True,True,True,True,True
Cephaloscyllium_isabellum,8.0300000000e+03,2.0000000000e-01,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,9.7163585938e-01,3.5213454795e-02,2.0653904184e-01,1.1958324646e+03,1.1958324647e+03,1.9069926787e+05,2.0000000000e-03,1.0000000000e+00,2.5532382909e+01,False,True,True,True,False,True,False,True,True,True,True
Centropus_toulou,2.0375000000e+02,2.8000000000e-01,Centropus,Cuculidae,Cuculiformes,Aves,Chordata,9.7921434939e-01,2.7316253396e-02,8.1647379478e-01,1.2357017462e+02,1.2357017463e+02,2.3206496413e+03,1.4499750382e-01,1.0000000000e+00,3.5520712615e+03,False,True,True,True,True,True,False,True,True,True,True
Toxostoma_curvirostre,3.5937000000e+01,2.8000000000e-01,Toxostoma,Mimidae,Passeriformes,Aves,Chordata,9.7898534564e-01,2.2258403105e-02,6.5612506797e-01,4.5104235099e+01,4.5104235103e+01,5.0489049034e+02,1.1890552480e-01,1.0000000000e+00,2.9020172849e+03,False,True,True,True,True,True,False,True,True,True,True
Pitta_iris,6.7000000000e+01,2.8000000000e-01,Pitta,Pittidae,Passeriformes,Aves,Chordata,9.2937621974e-01,2.4765439944e-02,7.9806254653e-01,2.3518656483e+02,2.3518656485e+02,3.1886657889e+03,1.4024419916e-01,1.0000000000e+00,3.4327655889e+03,False,True,True,True,True,True,False,True,True,True,True
Typhlichthys_subterraneus,3.7000000000e+00,2.0000000000e-01,Typhlichthys,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,9.2849238591e-01,2.4628198762e-02,4.6430064647e-02,1.4088157691e+00,1.4088157693e+00,1.9805389567e+02,2.0000000000e-03,1.0000000000e+00,4.5379813740e+01,False,True,True,True,False,True,False,True,True,True,True
Sepia_officinalis,2.8000000000e+03,2.1000000000e-01,Sepia,Sepiidae,Sepiida,Cephalopoda,Mollusca,5.0055798879e-01,3.5739413819e-02,3.6408947756e-04,1.1428995677e+02,1.1997750269e+03,6.8476443662e+05,2.0000000000e-03,2.1862885019e+00,1.8589977360e+01,True,True,True,True,False,True,True,True,True,True,True
Aphanopus_carbo,3.3620000000e+03,2.0000000000e-01,Aphanopus,Trichiuridae,Scombriformes,Actinopterygii,Chordata,9.7061472559e-01,2.0544262194e-02,2.8730574864e-02,3.2255197540e-03,6.2627958077e-02,7.1002642806e+04,2.0000000000e-03,2.6215237470e+00,1.6919296174e+03,True,True,True,True,False,True,True,True,True,True,True
Boaedon_fuliginosus,3.8377000000e+02,3.0000000000e-01,Boaedon,Lamprophiidae,Squamata,Reptilia,Chordata,5.2394166474e-01,1.6140786777e-02,9.2185196913e-02,5.1535336344e+03,5.1535336349e+03,3.6279381789e+05,2.0000000000e-03,1.0000000000e+00,5.7184056087e+02,False,True,True,True,False,True,False,True,True,True,True
Atlapetes_melanolaemus,2.1000000000e+01,2.8000000000e-01,Atlapetes,Passerellidae,Passeriformes,Aves,Chordata,9.4212080439e-01,2.8853689440e-02,8.7425212860e-01,3.0306231490e+02,3.0306231493e+02,2.2751791774e+03,6.7203397373e-02,1.0000000000e+00,1.6428940546e+03,False,True,True,True,True,True,False,True,True,True,True
Coluber_constrictor,1.5930000000e+03,3.0000000000e-01,Coluber,Colubridae,Squamata,Reptilia,Chordata,9.9200587791e-01,4.5945952188e-02,8.0371558562e-02,1.6626796947e+02,1.6626796949e+02,1.1858387014e+04,1.0000000000e-03,1.0000000000e+00,1.9876350738e+01,False,True,True,True,False,True,False,True,True,True,True
Allocyttus_verrucosus,1.2300000000e+03,2.0000000000e-01,Allocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Chordata,5.0070403497e-01,2.8859000000e-02,1.8943552015e-01,4.3588609915e+00,4.3588609919e+00,7.7106830223e+05,2.0000000000e-03,1.0000000000e+00,2.2338449066e+01,False,True,False,True,False,True,False,True,True,True,True
Pseudoplatystoma_punctifer,9.1000000000e+03,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,5.5572437215e-01,2.1640200333e-02,5.8478966926e-02,3.4346541651e+00,3.1390483400e+01,2.2760242639e+06,1.0979790702e-03,2.0851229296e+00,1.9291434909e+01,True,True,True,True,True,True,True,True,True,True,True
Engraulis_japonicus,6.2000000000e+02,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,9.8004715975e-01,8.5972814442e-02,5.2177869722e-02,1.5062561328e-02,4.4053327797e-01,2.6301765221e+04,2.0000000000e-03,3.0639026708e+00,1.2799288855e+02,True,True,True,True,False,True,True,True,True,True,True
Pseudopleuronectes_americanus,3.6000000000e+03,2.0000000000e-01,Pseudopleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,4.5997313469e-01,2.3578027067e-02,1.6725346912e-02,7.3694202635e-01,9.2816417337e+01,7.3200942381e+05,2.0000000000e-03,4.9770357531e+00,8.4535063375e+01,True,True,True,True,False,True,True,True,True,True,True
Kajikia_audax,4.4000000000e+05,2.0000000000e-01,Kajikia,Istiophoridae,Istiophoriformes,Actinopterygii,Chordata,9.7360712520e-01,2.1692068121e-02,1.0289344696e-01,4.5311317761e-02,6.6767992925e+02,8.9062377185e+06,2.0000000000e-03,2.4416128912e+01,2.3993946580e+01,True,True,True,True,False,True,True,True,True,True,True
Arenaria_interpres,1.1300000000e+02,2.8000000000e-01,Arenaria,Scolopacidae,Charadriiformes,Aves,Chordata,8.8921658672e-01,2.4682175294e-02,8.4960787533e-01,1.3593423488e+03,1.3593423489e+03,1.2962608881e+04,7.2391002914e-02,1.0000000000e+00,1.7693690226e+03,False,True,True,True,True,True,False,True,True,True,True
Buteo_oreophilus,7.0000000000e+02,2.8000000000e-01,Buteo,Accipitridae,Accipitriformes,Aves,Chordata,9.3280401110e-01,3.0615878850e-02,8.6358220675e-01,4.1808604179e+03,4.1808604183e+03,8.1139248297e+04,2.4609449163e-02,1.0000000000e+00,6.0389392955e+02,False,True,True,True,True,True,False,True,True,True,True
Mustelus_henlei,4.3700000000e+03,2.0000000000e-01,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,9.2949107933e-01,4.1249538913e-02,7.8663447197e-02,5.1270968433e+03,5.1270968438e+03,1.5082214870e+05,2.0000000000e-03,1.0000000000e+00,4.3487756743e+01,False,True,True,True,False,True,False,True,True,True,True
Zenaida_macroura,1.1000000000e+02,2.8000000000e-01,Zenaida,Columbidae,Columbiformes,Aves,Chordata,8.1930488508e-01,2.4997856426e-02,9.0269807547e-01,1.0210729594e+03,1.0210729595e+03,2.6859004497e+04,5.7610552797e-02,1.0000000000e+00,1.4174645318e+03,False,True,True,True,True,True,False,True,True,True,True
Esox_niger,6.1000000000e+03,2.0000000000e-01,Esox,Esocidae,Esociformes,Actinopterygii,Chordata,9.2121920761e-01,2.5383627833e-01,3.2005651163e-03,2.8388448023e+00,2.8388448026e+00,1.1830581462e+04,2.0000955303e-03,1.0000000000e+00,1.8444371187e+01,False,True,True,True,True,True,False,True,True,True,True
Onychoprion_fuscatus,2.0000000000e+02,2.8000000000e-01,Onychoprion,Laridae,Charadriiformes,Aves,Chordata,6.8713624486e-01,3.5942723904e-02,9.7981762645e-01,1.9638981242e+04,1.9638981244e+04,2.6867336064e+05,1.6308120254e-02,1.0000000000e+00,4.0741780711e+02,False,True,True,True,True,True,False,True,True,True,True
Sardinella_albella,2.8400000000e+01,2.0000000000e-01,Sardinella,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,7.6286678179e-01,2.2496293590e-02,2.0665925545e-01,2.1068308634e-02,2.1070660195e-02,7.4421225249e+04,2.0000000000e-03,1.0000337398e+00,2.7157239005e+03,True,True,True,True,False,True,True,True,True,True,True
Pristipomoides_sieboldii,6.8200000000e+03,2.0000000000e-01,Pristipomoides,Lutjanidae,Lutjaniformes,Actinopterygii,Chordata,5.2598311576e-01,3.2100219451e-02,8.2601358993e-02,3.3042145012e-01,5.5698360543e-01,1.4967068524e+06,2.0000000000e-03,1.1897692436e+00,2.2958397608e+01,True,True,True,True,False,True,True,True,True,True,True
Monocorophium_insidiosum,2.9529411765e-03,1.7000000000e-01,Monocorophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,7.2883701010e-01,4.0501175177e-02,2.7088625035e-02,8.4760680305e-02,2.0654964840e-01,5.4960319799e+00,2.0000000000e-03,1.2600110892e+00,5.4533461887e+02,True,True,True,True,False,True,True,True,True,True,True
Syngnathus_fuscus,2.1000000000e+01,2.0000000000e-01,Syngnathus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,9.0823025655e-01,3.2055865636e-02,3.4527343806e-02,1.9020406835e-01,1.7089797424e+01,1.2465933193e+03,2.0000000000e-03,4.4283006652e+00,1.7913212538e+01,True,True,True,True,False,True,True,True,True,True,True
Lophophanes_cristatus,1.4000000000e+01,2.8000000000e-01,Lophophanes,Paridae,Passeriformes,Aves,Chordata,8.6306382071e-01,3.0955245261e-02,7.2652156338e-01,6.1073594671e+02,6.1073594677e+02,1.2198249516e+04,9.6749417709e-03,1.0000000000e+00,2.3558053860e+02,False,True,True,True,True,True,False,True,True,True,True
Elseya_albagula,5.5000000000e+03,3.0000000000e-01,Elseya,Chelidae,Testudines,Reptilia,Chordata,7.8066401233e-01,5.3975367892e-02,3.3576366441e-01,3.4534022625e+04,3.4534022629e+04,9.2678900047e+06,3.5024244304e-04,1.0000000000e+00,9.0881413991e+00,False,True,True,True,True,True,False,True,True,True,True
Calidris_minutilla,2.6000000000e+01,2.8000000000e-01,Calidris,Scolopacidae,Charadriiformes,Aves,Chordata,8.8773172988e-01,2.6212247604e-02,8.2190607135e-01,9.1923544276e+02,9.1923544285e+02,7.8887210623e+03,3.1189359407e-02,1.0000000000e+00,7.6110250285e+02,False,True,True,True,True,True,False,True,True,True,True
Aldabrachelys_gigantea,1.5900000000e+05,3.0000000000e-01,Aldabrachelys,Testudinidae,Testudines,Reptilia,Chordata,8.9016100483e-01,6.3808197434e-02,5.4678979757e-02,4.9497699311e+04,4.9497699316e+04,2.3899261425e+07,4.9609207728e-05,1.0000000000e+00,1.2974165120e+00,False,True,True,True,True,True,False,True,True,True,True
Acipenser_medirostris,1.1700000000e+05,2.0000000000e-01,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,4.7365347420e-01,6.2878831723e-02,1.8190052675e-01,5.7069898470e+01,5.7069898476e+01,3.6192719016e+07,2.0000000000e-03,1.0000000000e+00,1.4445896321e+01,False,True,True,True,False,True,False,True,True,True,True
Negaprion_brevirostris,3.7580000000e+05,2.0000000000e-01,Negaprion,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,7.8634804748e-01,2.3327411613e-02,3.1971301664e-01,3.8746118406e+05,3.8746118410e+05,3.2743892646e+07,2.0000000000e-03,1.0000000000e+00,1.5241759697e+01,False,True,True,True,False,True,False,True,True,True,True
