species,Wwi,d_V,genus,family,order,class,phylum,kap,v,s_p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,p_M,metamorphosis,estim_p_M,estim_v,estim_kap,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,estim_s_M,estim_s_p_M,estim_p_Am
Hieraaetus_morphnoides,9.7000000000e+02,2.8000000000e-01,Hieraaetus,Accipitridae,Accipitriformes,Aves,Chordata,9.5716301218e-01,2.3356400657e-02,8.3207658843e-01,2.0342147098e+03,2.0342147100e+03,4.8783395659e+04,2.6716897521e-02,1.0000000000e+00,6.5196387619e+02,False,True,True,True,True,True,False,True,True,True,True
Corvus_brachyrhynchos,3.8480000000e+02,2.8000000000e-01,Corvus,Corvidae,Passeriformes,Aves,Chordata,9.6852815268e-01,2.8288070422e-02,8.1475573691e-01,2.9444039935e+02,2.9444039938e+02,1.2308508001e+04,5.2482087493e-02,1.0000000000e+00,1.2895528082e+03,False,True,True,True,True,True,False,True,True,True,True
Cepphus_grylle,4.2750000000e+02,2.8000000000e-01,Cepphus,Alcidae,Charadriiformes,Aves,Chordata,9.2373841067e-01,2.9607756532e-02,8.9655454690e-01,2.3945641996e+03,2.3945641998e+03,3.2194602233e+04,6.3153575530e-02,1.0000000000e+00,1.5412086586e+03,False,True,True,True,True,True,False,True,True,True,True
Atlapetes_latinuchus,2.3560000000e+01,2.8000000000e-01,Atlapetes,Passerellidae,Passeriformes,Aves,Chordata,9.5862639049e-01,2.3463564583e-02,8.5451655488e-01,1.4019256940e+02,1.4019256942e+02,1.3036591608e+03,8.0425967888e-02,1.0000000000e+00,1.9461191670e+03,False,True,True,True,True,True,False,True,True,True,True
Pterodroma_solandri,6.1000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,7.0928038371e-01,1.7362778501e-02,9.6614917468e-01,1.8985405402e+04,1.8985405404e+04,2.7459746505e+05,2.1308307331e-02,1.0000000000e+00,5.1534333645e+02,False,True,True,True,True,True,False,True,True,True,True
Geronticus_calvus,1.2020000000e+03,2.8000000000e-01,Geronticus,Threskiornithidae,Pelecaniformes,Aves,Chordata,9.6965288088e-01,3.8570265109e-02,8.8983743082e-01,1.2834118058e+03,1.2834118060e+03,7.5135563420e+04,2.0235797207e-02,1.0000000000e+00,4.9227477745e+02,False,True,True,True,True,True,False,True,True,True,True
Harengula_humeralis,1.2520000000e+02,2.0000000000e-01,Harengula,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,3.2491385392e-01,2.5503514925e-02,5.9253953773e-02,6.7581193927e+00,9.6254206483e+00,7.6453598128e+04,2.0000000000e-03,1.1232926442e+00,3.1683087102e+01,True,True,True,True,False,True,True,True,True,True,True
Gerygone_igata,7.8000000000e+00,2.8000000000e-01,Gerygone,Acanthizidae,Passeriformes,Aves,Chordata,7.8193347435e-01,4.7303633920e-02,1.2549321887e-01,2.1104535886e+03,2.1104535888e+03,5.7599584293e+03,9.1777890454e-04,1.0000000000e+00,2.2361991627e+01,False,True,True,True,True,True,False,True,True,True,True
Tachycineta_cyaneoviridis,1.7700000000e+01,2.8000000000e-01,Tachycineta,Hirundinidae,Passeriformes,Aves,Chordata,9.3453011432e-01,2.9356910993e-02,8.6921394154e-01,2.9299527749e+02,2.9299527752e+02,5.4201526849e+03,1.8538601658e-02,1.0000000000e+00,4.5125714081e+02,False,True,True,True,True,True,False,True,True,True,True
Xenosaurus_platyceps,2.3400000000e+01,3.0000000000e-01,Xenosaurus,Xenosauridae,Squamata,Reptilia,Chordata,6.1270002256e-01,1.0834515812e-02,3.3238104461e-01,4.2282596722e+03,4.2282596726e+03,3.4403830418e+04,2.0000000000e-03,1.0000000000e+00,3.6663292757e+01,False,True,True,True,False,True,False,True,True,True,True
Coracias_naevius,1.6800000000e+02,2.8000000000e-01,Coracias,Coraciidae,Coraciiformes,Aves,Chordata,9.6434475677e-01,2.6569228613e-02,8.4702844699e-01,4.3719401150e+02,4.3719401154e+02,4.9864911979e+03,9.0313265920e-02,1.0000000000e+00,2.2152587057e+03,False,True,True,True,True,True,False,True,True,True,True
Collocalia_esculenta,8.3000000000e+00,2.8000000000e-01,Collocalia,Apodidae,Apodiformes,Aves,Chordata,9.2217060220e-01,4.5239525414e-02,2.1638173328e-01,6.8067068117e+02,6.8067068124e+02,3.2348073797e+03,8.3002251397e-04,1.0000000000e+00,2.0239349990e+01,False,True,True,True,True,True,False,True,True,True,True
Setophaga_aestiva,9.8000000000e+00,2.8000000000e-01,Setophaga,Parulidae,Passeriformes,Aves,Chordata,9.3497976212e-01,2.2412540499e-02,6.5931027756e-01,8.6630881260e+01,8.6630881269e+01,6.4380974248e+02,1.0813474163e-01,1.0000000000e+00,2.6437572692e+03,False,True,True,True,True,True,False,True,True,True,True
Pachyptila_belcheri,2.5000000000e+02,2.8000000000e-01,Pachyptila,Procellariidae,Procellariiformes,Aves,Chordata,9.2252338319e-01,3.0392594640e-02,9.1143849436e-01,3.7564229285e+03,3.7564229289e+03,5.1134996386e+04,2.0000000000e-02,1.0000000000e+00,4.9115805245e+02,False,True,True,True,False,True,False,True,True,True,True
Rhynchophanes_mccownii,2.5400000000e+01,2.8000000000e-01,Rhynchophanes,Calcariidae,Passeriformes,Aves,Chordata,9.5703118494e-01,2.2385813367e-02,7.3895734825e-01,6.2110596158e+01,6.2110596164e+01,7.2072423509e+02,1.6356823190e-01,1.0000000000e+00,4.0000508884e+03,False,True,True,True,True,True,False,True,True,True,True
Chasmistes_cujus,3.4930000000e+03,2.0000000000e-01,Chasmistes,Catostomidae,Cypriniformes,Actinopterygii,Chordata,8.0475411982e-01,5.8299000000e-02,1.8146041393e-01,2.7620785742e+00,6.6605714608e+00,8.8055829911e+05,2.0000000000e-03,1.3393001368e+00,2.2199071139e+01,True,True,False,True,False,True,True,True,True,True,True
Bathyraja_abyssicola,3.8800000000e+04,2.0000000000e-01,Bathyraja,Arhynchobatidae,Rajiformes,Chondrichthyes,Chordata,4.4136347715e-01,3.5198000000e-02,2.9444871867e-01,1.4611637918e+05,1.4611637919e+05,2.2168815647e+07,2.0000000000e-03,1.0000000000e+00,1.7036894584e+01,False,True,False,True,False,True,False,True,True,True,True
Alburnoides_eichwaldii_ShirAbad,4.8089586330e+01,2.0000000000e-01,Alburnoides,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,6.8514972283e-01,1.5514636754e-02,3.5273685966e-01,3.1191451633e-01,3.1193316589e-01,1.0443422236e+05,2.0000000000e-03,1.0000168902e+00,2.1152005158e+03,True,True,True,True,False,True,True,True,True,True,True
Phocoena_phocoena,5.5000000000e+04,3.0000000000e-01,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Chordata,6.0792144588e-01,2.3971334454e-02,6.8139939644e-01,8.3646712646e+06,8.3646712654e+06,4.4523615980e+07,2.0000000000e-03,1.0000000000e+00,1.8378613690e+01,False,True,True,True,False,True,False,True,True,True,True
Ciconia_maguari,3.8000000000e+03,2.8000000000e-01,Ciconia,Ciconiidae,Ciconiiformes,Aves,Chordata,9.0679001632e-01,3.8172668823e-02,9.0994858159e-01,1.2002020640e+04,1.2002020641e+04,4.1261103074e+05,3.2786169079e-02,1.0000000000e+00,8.0213282978e+02,False,True,True,True,True,True,False,True,True,True,True
Coturnix_japonica,2.5000000000e+02,2.8000000000e-01,Coturnix,Phasianidae,Galliformes,Aves,Chordata,4.0854309219e-01,2.4247610105e-02,5.6165056608e-01,5.4684280828e+03,5.4684280833e+03,2.0816114504e+05,2.9862336263e-02,1.0000000000e+00,7.3637833105e+02,False,True,True,True,True,True,False,True,True,True,True
Archosargus_probatocephalus,1.2750000000e+04,2.0000000000e-01,Archosargus,Sparidae,Spariformes,Actinopterygii,Chordata,9.9485965956e-01,7.7853982257e-02,3.2746146696e-02,4.8477726128e-03,9.0990659559e-02,1.7040181616e+04,2.0000000000e-03,2.6546509834e+00,2.4114298035e+01,True,True,True,True,False,True,True,True,True,True,True
Astyanax_mexicanus,1.6800000000e+01,2.0000000000e-01,Astyanax,Characidae,Characiformes,Actinopterygii,Chordata,9.9339117513e-01,2.2779429193e-02,7.7439684000e-02,7.6966656918e-03,1.4183432419e-02,1.1709004343e+02,2.0000000000e-03,1.2215537930e+00,4.9129131965e+01,True,True,True,True,False,True,True,True,True,True,True
Phocoenoides_dalli,1.2000000000e+05,3.0000000000e-01,Phocoenoides,Phocoenidae,Cetartiodactyla,Mammalia,Chordata,5.8912109676e-01,2.4494974204e-02,7.4296558286e-01,1.3384258904e+07,1.3384258905e+07,9.4844883038e+07,2.0000000000e-03,1.0000000000e+00,1.8515938701e+01,False,True,True,True,False,True,False,True,True,True,True
Scopus_umbretta,5.2000000000e+02,2.8000000000e-01,Scopus,Scopidae,Pelecaniformes,Aves,Chordata,7.7013934846e-01,2.4555191675e-02,9.3895263402e-01,6.9770739888e+03,6.9770739895e+03,2.8940492357e+05,1.6627279725e-02,1.0000000000e+00,4.0334040940e+02,False,True,True,True,True,True,False,True,True,True,True
Aythya_americana,1.2450000000e+03,2.8000000000e-01,Aythya,Anatidae,Anseriformes,Aves,Chordata,6.8905432002e-01,2.7969605311e-02,9.1933071668e-01,1.2680876523e+04,1.2680876524e+04,5.7338343086e+05,2.8504339490e-02,1.0000000000e+00,6.9075882752e+02,False,True,True,True,True,True,False,True,True,True,True
Stegastes_arcifrons,4.3600000000e+01,2.0000000000e-01,Stegastes,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,5.1589244975e-01,2.3992000000e-02,3.2085595956e-02,1.1921433982e+00,1.8236150158e+00,8.2823826929e+03,2.0000000000e-03,1.1505203525e+00,2.5450620594e+01,True,True,False,True,False,True,True,True,True,True,True
Graptemys_pseudogeographica,1.8000000000e+03,3.0000000000e-01,Graptemys,Emydidae,Testudines,Reptilia,Chordata,7.3952849473e-01,4.4482059279e-02,3.2081286426e-01,1.6948085610e+04,1.6948085611e+04,4.1858432281e+06,2.6984688522e-04,1.0000000000e+00,7.0889652650e+00,False,True,True,True,True,True,False,True,True,True,True
Bombycilla_cedrorum,3.1800000000e+01,2.8000000000e-01,Bombycilla,Bombycillidae,Passeriformes,Aves,Chordata,9.6030831392e-01,3.8983800744e-02,8.0041637092e-01,2.3051124521e+02,2.3051124523e+02,3.7575939438e+03,3.5254881792e-02,1.0000000000e+00,8.6179280544e+02,False,True,True,True,True,True,False,True,True,True,True
Psittacula_eupatria,2.3800000000e+02,2.8000000000e-01,Psittacula,Psittacidae,Psittaciformes,Aves,Chordata,9.4984029443e-01,3.2032933769e-02,9.3186568805e-01,9.1554771942e+02,9.1554771951e+02,3.3435126309e+04,2.0517545150e-02,1.0000000000e+00,4.9795506077e+02,False,True,True,True,True,True,False,True,True,True,True
Sardina_pilchardus,1.1200000000e+02,2.0000000000e-01,Sardina,Alosidae,Clupeiformes,Actinopterygii,Chordata,7.3894946879e-01,1.2930628290e-02,1.4187273035e-02,2.5170790759e-02,3.8285149612e-01,1.7472562602e+04,2.0000000000e-03,2.3993650727e+00,1.5651633376e+03,True,True,True,True,False,True,True,True,True,True,True
Micrurus_fulvius,3.9332512293e+02,3.0000000000e-01,Micrurus,Elapidae,Squamata,Reptilia,Chordata,8.7916697898e-01,8.2656627810e-02,4.8437695486e-02,1.9177743709e+03,1.9177743711e+03,1.3051080003e+04,2.0000000000e-03,1.0000000000e+00,1.9199462938e+01,False,True,True,True,False,True,False,True,True,True,True
Gammarus_pseudolimnaeus,6.7647058824e-02,1.7000000000e-01,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,9.1338073582e-01,1.5041178439e-02,1.4692793294e-02,4.4062462508e-02,9.3428536805e-01,4.4988549929e+00,2.0000000000e-03,2.5319658569e+00,1.2359727837e+02,True,True,True,True,False,True,True,True,True,True,True
Sialia_mexicana,2.7600000000e+01,2.8000000000e-01,Sialia,Turdidae,Passeriformes,Aves,Chordata,6.1813687360e-01,2.6862939928e-02,9.4175307531e-01,2.1941070590e+03,2.1941070592e+03,2.1831026674e+04,6.6971081683e-02,1.0000000000e+00,1.6375236022e+03,False,True,True,True,True,True,False,True,True,True,True
Rissa_brevirostris,4.8000000000e+02,2.8000000000e-01,Rissa,Laridae,Charadriiformes,Aves,Chordata,9.6184472084e-01,2.5443066408e-02,8.1928543575e-01,9.4424762652e+02,9.4424762661e+02,1.4882893319e+04,6.0040664189e-02,1.0000000000e+00,1.4788456768e+03,False,True,True,True,True,True,False,True,True,True,True
Loxodon_macrorhinus,6.8000000000e+03,2.0000000000e-01,Loxodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,5.6835780639e-01,3.0893435409e-02,2.4462302932e-01,1.3968240437e+06,1.3968240439e+06,3.5079988177e+06,2.0000000000e-03,1.0000000000e+00,2.4145305408e+01,False,True,True,True,False,True,False,True,True,True,True
Trematomus_pennellii,3.6300000000e+02,2.0000000000e-01,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,9.0526994265e-01,2.2472000000e-02,1.1662511618e-02,1.1507478536e-01,1.0767062385e+00,1.9877502297e+04,2.0000000000e-03,1.9942382136e+00,3.8753013339e+03,True,True,False,True,False,True,True,True,True,True,True
Gerygone_flavolateralis,7.1400000000e+00,2.8000000000e-01,Gerygone,Acanthizidae,Passeriformes,Aves,Chordata,9.4700614201e-01,5.4829161144e-02,1.1587734758e-01,4.0672797557e+02,4.0672797561e+02,1.0235737525e+03,8.0735808244e-04,1.0000000000e+00,1.9634790713e+01,False,True,True,True,True,True,False,True,True,True,True
Circus_aeruginosus,7.4300000000e+02,2.8000000000e-01,Circus,Accipitridae,Accipitriformes,Aves,Chordata,9.5956721155e-01,2.2501358314e-02,6.5693523253e-01,9.4338285968e+02,9.4338285977e+02,2.3135752110e+04,3.6252072152e-02,1.0000000000e+00,8.8539970539e+02,False,True,True,True,True,True,False,True,True,True,True
Geospiza_conirostris,2.7600000000e+01,2.8000000000e-01,Geospiza,Thraupidae,Passeriformes,Aves,Chordata,9.5948542061e-01,2.5795120466e-02,8.4152861417e-01,8.9623482571e+01,8.9623482580e+01,9.8866074115e+02,1.4595376547e-01,1.0000000000e+00,3.5720917174e+03,False,True,True,True,True,True,False,True,True,True,True
Sardinella_zunasi,8.5300000000e+01,2.0000000000e-01,Sardinella,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,9.1269196829e-01,2.2199000000e-02,6.8954040262e-02,8.1872108951e-02,2.0553241079e+00,1.0815986820e+04,2.0000000000e-03,2.8957255970e+00,7.8896400000e+01,True,False,False,True,False,True,True,True,True,True,True
Sillago_flindersi,3.5500000000e+02,2.0000000000e-01,Sillago,Sillaginidae,Spariformes,Actinopterygii,Chordata,5.7055948114e-01,7.5620292673e-02,4.7916996685e-02,9.6583859639e-01,4.2994898734e+00,1.0283517292e+05,2.0000000000e-03,1.6417893144e+00,2.3250193026e+01,True,True,True,True,False,True,True,True,True,True,True
Sufflogobius_bibarbatus,5.3200000000e+01,2.0000000000e-01,Sufflogobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,9.0904135912e-01,2.0283030526e-02,2.5586074495e-02,1.3906015880e-02,1.3906015881e-02,8.3730742414e+02,2.0000000000e-03,1.0000000000e+00,2.2412822720e+01,False,True,True,True,False,True,False,True,True,True,True
Lampornis_clemenciae,9.5000000000e+00,2.8000000000e-01,Lampornis,Trochilidae,Apodiformes,Aves,Chordata,8.1998787015e-01,2.4025892112e-02,8.5609262371e-01,7.5092136884e+02,7.5092136891e+02,7.2141088718e+03,2.2493004359e-02,1.0000000000e+00,5.4883723525e+02,False,True,True,True,True,True,False,True,True,True,True
Leptomysis_lingvura,4.3176470588e-03,1.7000000000e-01,Leptomysis,Mysidae,Mysida,Malacostraca,Arthropoda,9.0000000000e-01,6.1032596571e-03,3.0332542972e-02,1.2312884044e-02,6.3666435796e-02,2.1986484641e+00,2.0000000000e-03,1.5426987807e+00,1.7514793972e+03,True,True,True,False,False,True,True,True,True,True,True
Liopholis_guthega,4.0600000000e+01,3.0000000000e-01,Liopholis,Scincidae,Squamata,Reptilia,Chordata,5.6717991352e-01,2.3541005482e-02,7.4459529727e-02,5.0892511307e+03,5.0892511312e+03,5.4446023058e+04,2.0000000000e-03,1.0000000000e+00,3.8668810067e+02,False,True,True,True,False,True,False,True,True,True,True
Scomber_colias,1.3900000000e+03,2.0000000000e-01,Scomber,Scombridae,Scombriformes,Actinopterygii,Chordata,8.9587184999e-01,1.8715055269e-02,1.1530726271e-02,2.2891401242e-02,3.1571122627e-02,1.7548835152e+04,2.0000000000e-03,1.1104157682e+00,2.9926652796e+02,True,True,True,True,False,True,True,True,True,True,True
Buceros_bicornis,2.6717500000e+03,2.8000000000e-01,Buceros,Bucerotidae,Bucerotiformes,Aves,Chordata,9.5465566410e-01,2.4370234309e-02,8.9333963127e-01,2.5676916868e+03,2.5676916871e+03,1.6955616939e+05,1.7297640544e-02,1.0000000000e+00,4.1900414942e+02,False,True,True,True,True,True,False,True,True,True,True
Amphiuma_means,1.0420000000e+03,2.8000000000e-01,Amphiuma,Amphiumidae,Caudata,Amphibia,Chordata,7.7391945277e-01,1.1105065015e-02,1.1052738919e-01,2.8426307103e+02,3.5728970227e+02,1.1951235332e+05,2.0000000000e-03,1.0000000000e+00,2.5617124253e+01,False,True,True,True,False,True,True,True,True,True,True
Phoebetria_palpebrata,3.0000000000e+03,2.8000000000e-01,Phoebetria,Diomedeidae,Procellariiformes,Aves,Chordata,8.9435449743e-01,2.1660203223e-02,8.9307343174e-01,2.3784850058e+04,2.3784850060e+04,3.3688142436e+05,2.2069227931e-02,1.0000000000e+00,5.3664240681e+02,False,True,True,True,True,True,False,True,True,True,True
Amblyraja_radiata,1.1400000000e+04,2.0000000000e-01,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chordata,8.4961375904e-01,3.2980000000e-02,4.1285714011e-01,1.7167063370e+03,1.7167063372e+03,3.6612447836e+06,2.0000000000e-03,1.0000000000e+00,6.5539925660e+01,False,True,False,True,False,True,False,True,True,True,True
Channa_argus,8.0000000000e+03,2.0000000000e-01,Channa,Channidae,Anabantiformes,Actinopterygii,Chordata,9.8486523819e-01,8.1990430160e-02,7.0215159275e-03,9.8926494811e-02,9.8926563993e-02,8.9712045239e+03,2.0000000000e-03,1.0000002314e+00,6.5254349670e+01,True,True,True,True,False,True,True,True,True,True,True
Parkesia_motacilla,2.2500000000e+01,2.8000000000e-01,Parkesia,Parulidae,Passeriformes,Aves,Chordata,9.6620597594e-01,2.3833546237e-02,7.1218250655e-01,7.0353748043e+01,7.0353748050e+01,7.5099601237e+02,9.9506970960e-02,1.0000000000e+00,2.4322173943e+03,False,True,True,True,True,True,False,True,True,True,True
Spatula_discors,3.9500000000e+02,2.8000000000e-01,Spatula,Anatidae,Anseriformes,Aves,Chordata,6.1058947155e-01,2.6870158198e-02,9.3825254788e-01,1.1205839847e+04,1.1205839849e+04,4.1137481364e+05,1.9737115537e-02,1.0000000000e+00,4.8007991135e+02,False,True,True,True,True,True,False,True,True,True,True
Heterostichus_rostratus,1.6000000000e+03,2.0000000000e-01,Heterostichus,Clinidae,Blenniiformes,Actinopterygii,Chordata,9.9777941752e-01,3.1419333599e-02,2.9428115663e-02,1.1437327244e-02,5.5657206058e-01,8.1418157182e+02,2.0000000000e-03,3.6330734907e+00,2.1864341998e+01,True,True,True,True,False,True,True,True,True,True,True
Lissotriton_boscai,2.7500000000e+00,2.8000000000e-01,Lissotriton,Salamandridae,Caudata,Amphibia,Chordata,5.5814929746e-01,6.3150716022e-02,9.4129003934e-02,2.0048770579e+01,4.2116819881e+02,2.6725806572e+03,2.0000000000e-03,1.0000000000e+00,3.2241075582e+01,False,True,True,True,False,True,True,True,True,True,True
Regulus_regulus,1.0000000000e+01,2.8000000000e-01,Regulus,Regulidae,Passeriformes,Aves,Chordata,7.2313151605e-01,2.1816983713e-02,8.4667478100e-01,4.4450393605e+02,4.4450393610e+02,7.7063639764e+03,3.9679882997e-02,1.0000000000e+00,9.6468083034e+02,False,True,True,True,True,True,False,True,True,True,True
Secutor_insidiator,1.7340000000e+01,2.0000000000e-01,Secutor,Leiognathidae,Acanthuriformes,Actinopterygii,Chordata,5.1481676313e-01,2.1884831027e-02,2.1711005798e-01,8.7600711529e-01,1.4297322782e+01,3.6230521239e+04,2.0000000000e-03,2.5096803727e+00,2.9784376749e+01,True,True,True,True,False,True,True,True,True,True,True
Dipsosaurus_dorsalis,8.2000000000e+01,3.0000000000e-01,Dipsosaurus,Iguanidae,Squamata,Reptilia,Chordata,6.3290626057e-01,5.3550554618e-02,4.3361681337e-01,1.5208363154e+04,1.5208363155e+04,1.4138081911e+05,2.0000000000e-03,1.0000000000e+00,1.7195239003e+01,False,True,True,True,False,True,False,True,True,True,True
Tringa_totanus,1.4900000000e+02,2.8000000000e-01,Tringa,Scolopacidae,Charadriiformes,Aves,Chordata,8.8876173282e-01,3.2695055130e-02,8.2992152469e-01,3.2809453211e+03,3.2809453215e+03,4.5707430159e+04,2.1219311584e-02,1.0000000000e+00,5.1917850000e+02,False,False,True,True,True,True,False,True,True,True,True
Fregetta_tropica,1.1000000000e+02,2.8000000000e-01,Fregetta,Oceanitidae,Procellariiformes,Aves,Chordata,9.3458475674e-01,2.1797369241e-02,9.1420612588e-01,1.0874608468e+03,1.0874608469e+03,1.9182310012e+04,1.8913341550e-02,1.0000000000e+00,4.6032532129e+02,False,True,True,True,True,True,False,True,True,True,True
Urophycis_tenuis,2.1000000000e+04,2.0000000000e-01,Urophycis,Phycidae,Gadiformes,Actinopterygii,Chordata,5.6673618954e-01,3.7354946930e-02,1.7145595282e-02,4.6961184084e-01,3.8253196309e+02,2.4093700922e+06,1.9916859915e-03,9.3066887765e+00,2.9077080473e+01,True,True,True,True,True,True,True,True,True,True,True
Jassa_falcata,2.7058823529e-02,1.7000000000e-01,Jassa,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,9.3468863316e-01,2.2573467989e-02,2.6370935519e-02,3.7002676105e-02,1.3040592896e+00,5.3203228943e+00,2.0000000000e-03,2.7664569157e+00,3.0349645872e+02,True,True,True,True,False,True,True,True,True,True,True
Leiognathus_brevirostris,7.5000000000e+01,2.0000000000e-01,Leiognathus,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,9.8425780246e-01,2.2491000000e-02,1.2578590951e-01,1.7305023269e-02,3.1525546110e-01,1.2214007309e+03,2.0000000000e-03,2.6172335899e+00,2.1119151596e+01,True,True,False,True,False,True,True,True,True,True,True
Kogia_breviceps,8.2812500000e+05,3.0000000000e-01,Kogia,Kogiidae,Cetartiodactyla,Mammalia,Chordata,7.4821938967e-01,4.3547772071e-02,4.6860766529e-01,2.8585014527e+07,2.8585014530e+07,1.5690350193e+08,2.0000000000e-03,1.0000000000e+00,2.1480705176e+01,False,True,True,True,False,True,False,True,True,True,True
Euproctus_platycephalus,2.9000000000e+00,2.8000000000e-01,Euproctus,Salamandridae,Caudata,Amphibia,Chordata,1.5095998751e-01,4.6782674863e-02,1.9486374194e-01,3.3174198633e+02,3.7976466382e+03,2.6132499363e+04,2.0000000000e-03,1.0000000000e+00,2.6713821192e+01,False,True,True,True,False,True,True,True,True,True,True
Eopsetta_jordani,3.5000000000e+03,2.0000000000e-01,Eopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,4.3751285689e-01,2.5665658614e-02,3.5521643153e-02,4.7746367669e-02,6.4865349892e-02,1.8456034577e+06,2.0000000000e-03,1.1085623223e+00,4.7182251177e+03,True,True,True,True,False,True,True,True,True,True,True
Mormyrops_anguilloides,1.8000000000e+04,2.0000000000e-01,Mormyrops,Mormyridae,Osteoglossiformes,Actinopterygii,Chordata,9.8299013950e-01,1.8595401508e-02,4.9763977997e-03,1.9113472239e-01,2.2472730106e+00,1.1759849038e+04,7.1816323028e-04,2.2673216710e+00,1.2538295487e+01,True,True,True,True,True,True,True,True,True,True,True
Dryobates_pubescens,2.9800000000e+01,2.8000000000e-01,Dryobates,Picidae,Piciformes,Aves,Chordata,6.8111111046e-01,4.0739782818e-02,9.6257867088e-01,2.8007233620e+03,2.8007233623e+03,4.0563458220e+04,3.4216087352e-02,1.0000000000e+00,8.4038454485e+02,False,True,True,True,True,True,False,True,True,True,True
Eudyptes_pachyrhynchus,4.0000000000e+03,2.8000000000e-01,Eudyptes,Spheniscidae,Sphenisciformes,Aves,Chordata,9.8439702467e-01,2.9843558345e-02,6.9548901480e-01,1.1741721702e+03,1.1741721703e+03,7.2677833855e+04,1.6619568470e-02,1.0000000000e+00,4.0597304692e+02,False,True,True,True,True,True,False,True,True,True,True
Xiphophorus_maculatus,5.0000000000e+00,2.0000000000e-01,Xiphophorus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,5.7889042398e-01,2.2652045891e-02,1.7509345170e-02,1.2040167035e+01,1.2040167036e+01,1.6463003632e+03,2.0000000000e-03,1.0000000000e+00,2.8780240000e+02,False,False,True,True,False,True,False,True,True,True,True
