species,ab/m,abjx/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Carcharias_taurus,1.141553e-02,1.141553e-02,5.114155e-01,2.533755e+03,2.000000e-01,3.420074e-05,3.420074e-05,2.690000e+05,4.736055e+00,2.991500e+02,False,False,1.228548e+03,9.245500e-01,5.600500e-02,3.294260e+01,5.222046e+03,6.058000e-09,1.000000e+00,4.410089e-05,1.685000e+07
Centrocercus_urophasianus,1.573687e-02,1.573687e-02,1.965077e-02,3.372823e+02,2.800000e-01,2.178571e-02,2.178571e-02,1.400000e+03,1.452789e-01,3.138500e+02,False,False,3.809830e+03,9.890900e-01,2.738800e-02,9.542568e+02,7.327658e+03,5.524000e-11,2.355182e-01,9.826892e-01,2.484000e+03
Argopecten_purpuratus,1.806867e-03,1.264807e-02,3.468358e-02,2.678307e+03,9.000000e-02,6.933472e-09,5.093555e-08,2.137778e+02,6.084888e+05,2.891500e+02,True,False,5.186611e+01,9.719000e-01,3.876000e-02,5.168000e+01,2.374000e+03,5.544000e-08,6.304300e-03,6.001059e-06,7.557000e+01
Anser_anser,4.841439e-03,1.014413e-02,2.074953e-02,1.427080e+03,2.800000e-01,1.891304e-02,1.891304e-02,4.600000e+03,1.303361e-01,3.133500e+02,False,False,2.461783e+04,9.761000e-01,2.433900e-02,7.677390e+03,7.318323e+03,6.281000e-16,3.229777e-02,6.272059e-01,1.360000e+04
Hemidactylus_turcicus,2.640698e-02,2.640698e-02,1.729500e-01,1.377678e+03,3.000000e-01,6.690909e-02,6.690909e-02,5.500000e+00,1.302935e-02,2.981500e+02,False,False,9.856150e+01,8.528400e-01,3.852200e-02,5.025240e+01,7.758203e+03,4.963000e-08,1.000000e+00,1.302952e-01,3.083000e+03
Falco_tinnunculus,4.556561e-03,4.556561e-03,7.779768e-03,1.359307e+03,2.800000e-01,7.934783e-02,7.934783e-02,1.840000e+02,7.879013e-02,3.120000e+02,False,False,5.525002e+03,9.924400e-01,1.110000e-01,1.985024e+03,7.322097e+03,2.939000e-13,1.000000e+00,1.435093e-02,2.519000e+04
Anous_tenuirostris,8.044122e-03,8.044122e-03,1.250886e-02,1.300946e+03,2.800000e-01,1.478261e-01,1.478261e-01,1.150000e+02,2.075413e-02,3.138500e+02,False,False,4.213256e+03,9.958100e-01,8.159200e-02,1.782632e+03,7.326159e+03,1.206000e-13,1.000000e+00,1.553239e-02,1.775000e+04
Mimus_polyglottos,2.805329e-03,4.517658e-03,7.942315e-03,8.877992e+02,2.800000e-01,9.600502e-02,9.600502e-02,4.781000e+01,2.083804e-01,3.147500e+02,False,False,1.560156e+03,9.030800e-01,5.017600e-02,6.994717e+02,7.314772e+03,1.113000e-16,1.765415e-01,4.027322e-01,1.647000e+04
Phoebetria_fusca,1.573016e-02,1.573016e-02,2.903740e-02,1.971463e+03,2.800000e-01,7.333333e-02,7.333333e-02,3.000000e+03,1.775331e-02,3.121500e+02,False,False,1.459138e+04,9.861100e-01,6.524400e-02,3.212338e+03,7.355544e+03,3.821000e-14,1.000000e+00,5.017577e-03,1.593000e+06
Nimbaphrynoides_occidentalis,1.074364e-01,1.074364e-01,5.360078e-01,3.081801e+03,2.800000e-01,1.340206e-02,2.319588e-02,1.940000e+00,8.404176e-02,2.881500e+02,False,False,1.191458e+02,4.851500e-01,2.022000e-02,5.685410e+01,7.305741e+03,2.258000e-08,5.136133e-01,1.647909e-02,1.315000e+04
Cryptotis_parva,1.032305e-01,1.194976e-01,1.374771e-01,2.349965e+02,3.000000e-01,7.555556e-02,8.555556e-01,4.500000e+00,2.042583e-01,3.114500e+02,False,True,1.126053e+03,9.830000e-01,3.576500e-01,7.651808e+02,7.847901e+03,1.610000e-14,1.663858e-02,4.102170e-01,5.207000e+03
Rana_iberica,6.849315e-03,3.818493e-02,2.568493e-01,7.655130e+03,2.800000e-01,5.060241e-05,5.060241e-05,8.300000e+01,2.434968e-01,2.831500e+02,False,False,1.945486e+02,9.801000e-01,7.353800e-02,5.048240e+01,7.307608e+03,1.585000e-07,6.309932e-02,6.897638e-03,1.016000e+03
Calidris_minutilla,4.955429e-03,4.955429e-03,8.037621e-03,7.501059e+02,2.800000e-01,1.423077e-01,1.423077e-01,2.600000e+01,8.532128e-02,3.141500e+02,False,False,2.085552e+03,9.854600e-01,3.879300e-02,1.463421e+03,7.321820e+03,1.448000e-15,1.000000e+00,6.544651e-02,3.169000e+03
Chalcites_basalis,2.979608e-03,2.979608e-03,6.084631e-03,8.068388e+02,2.800000e-01,6.500000e-02,6.500000e-02,2.000000e+01,1.673197e-01,3.126500e+02,False,False,5.880523e+03,9.869400e-01,2.212100e-02,7.446686e+03,7.322097e+03,3.397000e-13,1.000000e+00,2.994338e-02,1.413000e+03
Lepidochelys_kempii,1.269524e-03,1.269524e-03,2.279917e-01,1.761029e+04,3.000000e-01,3.111111e-04,3.111111e-04,4.500000e+04,6.030000e-01,2.931500e+02,False,False,7.283207e+02,6.929000e-01,4.241000e-02,2.017000e+01,7.841000e+03,1.421000e-09,1.000000e+00,3.629386e-04,3.648000e+07
Atilax_paludinosus,4.619716e-02,5.093900e-02,7.978515e-02,1.350535e+03,3.000000e-01,3.030303e-02,1.666667e-01,3.300000e+03,6.160522e-02,3.129500e+02,False,True,1.280217e+04,9.609100e-01,2.043100e-02,3.725314e+03,7.842610e+03,3.574000e-12,6.797844e-02,5.024377e-02,1.846000e+06
Phoeniconaias_minor,1.899087e-03,1.899087e-03,6.145663e-03,2.689463e+03,2.800000e-01,4.956522e-02,4.956522e-02,1.725000e+03,1.859107e-02,3.126500e+02,False,False,1.078980e+04,9.951700e-01,2.169500e-02,3.833244e+03,7.330826e+03,4.277000e-14,1.000000e+00,1.784330e-02,4.850000e+04
Peromyscus_interparietalis,6.007609e-02,7.529679e-02,8.544393e-02,4.528032e+02,3.000000e-01,8.903846e-02,8.903846e-02,2.600000e+01,3.434605e-01,3.098500e+02,False,True,5.880927e+03,8.904300e-01,2.234700e-02,6.023528e+03,7.846715e+03,1.205000e-10,3.373094e-02,4.480234e-01,4.098000e+04
Bassariscus_astutus,2.662304e-02,3.267928e-02,6.988187e-02,1.478407e+03,3.000000e-01,2.955665e-02,2.548768e-01,1.015000e+03,3.855502e-02,3.107500e+02,False,True,6.009851e+03,9.757300e-01,2.623800e-02,1.815927e+03,7.864593e+03,5.579000e-12,3.646714e-02,5.600291e-02,5.489000e+05
Orthriophis_taeniurus,7.671233e-03,7.671233e-03,6.783562e-02,6.319653e+03,3.000000e-01,2.062500e-02,2.062500e-02,8.000000e+02,4.747096e-02,2.971500e+02,False,False,3.387302e+02,6.853400e-01,2.740000e-02,3.581440e+01,7.820326e+03,4.325000e-10,1.000000e+00,7.394659e-02,3.370000e+05
Daphnia_similus,5.368250e-02,5.368250e-02,1.497808e-01,1.596903e+01,1.700000e-01,9.583388e-04,9.583388e-04,2.470588e-02,1.366281e+01,3.001500e+02,False,False,2.441079e+02,9.686400e-01,2.697700e-02,1.212764e+03,4.447092e+03,5.770000e-05,1.000000e+00,3.830123e-02,3.167000e-02
Caenorhabditis_elegans,2.182540e-02,2.182540e-02,1.507937e-01,2.100000e+01,7.000000e-02,5.581395e-03,5.581395e-03,4.300000e-06,2.180000e+02,2.931500e+02,True,False,1.750133e+01,8.500000e-01,8.930000e-02,2.652000e+03,1.811000e+03,2.171000e-04,1.995018e-02,2.837524e-01,9.903000e-04
Prinia_maculosa,6.438460e-03,1.027408e-02,1.794531e-02,4.438996e+02,2.800000e-01,1.114943e-01,1.114943e-01,8.700000e+00,7.884665e-02,3.147500e+02,False,False,7.129832e+02,9.583000e-01,2.731700e-02,5.691868e+02,7.312399e+03,5.627000e-12,1.786217e-01,4.019788e-01,1.415000e+03
Hesperoedura_reticulata,7.721046e-03,7.721046e-03,3.713574e-01,2.399305e+03,3.000000e-01,1.022715e-01,1.022715e-01,7.170000e+00,9.169323e-03,2.981500e+02,False,False,5.841400e+01,6.410100e-01,7.519000e-02,2.019740e+01,7.839816e+03,3.441000e-10,1.000000e+00,7.165109e-02,2.568000e+04
Molossus_molossus,2.052023e-01,2.257503e-01,3.837738e-01,5.506634e+02,3.000000e-01,2.464286e-01,2.464286e-01,1.400000e+01,2.033910e-02,3.079500e+02,False,True,6.033248e+03,9.324000e-01,1.551400e-02,9.112026e+03,7.839270e+03,3.492000e-10,9.071181e-02,2.711226e-01,4.249000e+04
Doricha_eliza,9.540608e-03,9.540608e-03,1.584198e-02,4.479520e+02,2.800000e-01,8.571429e-02,8.571429e-02,3.500000e+00,4.464764e-02,3.147500e+02,False,False,7.662032e+02,9.972100e-01,5.892100e-02,7.276121e+02,7.311451e+03,1.661000e-12,1.000000e+00,1.767066e-02,2.168000e+02
Anthus_spragueii,7.234225e-03,1.046649e-02,1.693101e-02,3.950707e+02,2.800000e-01,6.846473e-02,6.846473e-02,2.410000e+01,1.013743e-01,3.147500e+02,False,False,1.206516e+03,9.759500e-01,2.977800e-02,7.945338e+02,7.325687e+03,1.248000e-12,2.034250e-01,3.544178e-01,1.211000e+03
Moina_weismanni,6.617647e-02,6.617647e-02,1.544118e-01,7.540929e+00,1.700000e-01,7.635584e-02,7.635584e-02,1.529412e-04,1.599871e+01,3.021500e+02,False,False,2.198408e+02,4.623000e-01,2.597400e-02,2.795786e+03,4.439185e+03,1.065000e-04,1.000000e+00,1.535917e-01,1.058000e-01
Pelophylax_saharicus,3.131115e-03,3.131115e-03,4.317025e-01,2.123638e+03,2.800000e-01,5.338983e-05,5.932203e-03,1.180000e+02,1.648115e+01,2.951500e+02,False,False,9.852606e+01,5.516900e-01,8.890500e-02,1.166860e+01,7.331416e+03,7.505000e-09,7.754131e-03,2.571797e-02,1.553000e+05
Crocodylus_acutus,2.456905e-03,2.456905e-03,2.152229e-01,1.085513e+04,3.000000e-01,3.468208e-04,3.468208e-04,1.730000e+05,3.030825e-01,2.981500e+02,False,False,8.193038e+02,8.871800e-01,3.230000e-02,2.193490e+01,7.837050e+03,2.198000e-10,1.000000e+00,6.095764e-04,2.172000e+07
Tragelaphus_strepsiceros,2.844652e-02,4.978140e-02,8.533955e-02,1.642593e+03,3.000000e-01,7.142857e-02,7.142857e-02,2.100000e+05,1.430665e-02,3.120500e+02,False,True,1.160867e+03,8.977300e-01,8.388400e-02,2.602480e+01,7.835738e+03,1.995000e-13,3.016675e-01,4.185702e-01,4.728000e+07
Ramphastos_dicolorus,3.387395e-03,3.387395e-03,1.019520e-02,9.423769e+02,2.800000e-01,5.529954e-02,5.529954e-02,3.255000e+02,1.269397e-01,3.120000e+02,False,False,1.376237e+03,9.812600e-01,9.403000e-02,2.903748e+02,7.328381e+03,1.347000e-13,1.000000e+00,3.165768e-02,4.078000e+04
Dendragapus_obscurus,1.152444e-02,1.152444e-02,2.541876e-02,6.745647e+02,2.800000e-01,3.906250e-02,3.906250e-02,6.400000e+02,1.660330e-01,3.138500e+02,False,False,5.616671e+03,9.818700e-01,4.049500e-02,1.776688e+03,7.321712e+03,7.356000e-13,1.000000e+00,5.684241e-03,1.707000e+05
Setophaga_virens,9.197800e-03,1.330739e-02,2.152657e-02,2.663398e+02,2.800000e-01,2.117647e-01,2.117647e-01,8.500000e+00,9.011046e-02,3.147500e+02,False,False,8.995178e+02,9.330500e-01,4.676700e-02,6.446694e+02,7.324382e+03,1.678000e-11,2.931849e-01,4.941647e-01,2.999000e+03
Ornithorhynchus_anatinus,5.976259e-03,2.261464e-02,9.447183e-02,2.820526e+03,3.000000e-01,1.958333e-04,1.958333e-04,2.400000e+03,1.602538e-02,3.051500e+02,False,False,1.599694e+03,9.986600e-01,7.601300e-02,1.960714e+02,7.803527e+03,1.042000e-17,2.869081e-04,7.448133e-02,6.748000e+04
Setophaga_aestiva,5.016982e-03,6.760444e-03,1.024737e-02,4.882896e+02,2.800000e-01,1.262245e-01,1.262245e-01,9.800000e+00,2.252762e-01,3.147500e+02,False,False,8.988335e+02,9.388100e-01,3.694400e-02,6.626100e+02,7.302852e+03,6.815000e-13,2.997530e-01,3.964091e-01,1.838000e+03
Natrix_natrix,3.850528e-03,3.850528e-03,2.250000e-01,8.805146e+03,3.000000e-01,3.529412e-03,3.529412e-03,8.500000e+02,9.085596e-02,2.991500e+02,False,False,3.007275e+02,6.446200e-01,2.408000e-02,2.891200e+01,7.830518e+03,5.384000e-09,1.000000e+00,1.721062e-02,2.825000e+05
Mercenaria_mercenaria,1.009923e-05,2.019847e-04,3.000000e-02,7.426307e+04,9.000000e-02,1.609756e-10,6.097561e-07,1.366667e+02,5.318929e+04,2.881500e+02,True,False,1.773398e+00,9.805000e-01,2.288400e-02,4.727100e+00,2.405338e+03,1.153000e-11,3.504246e-04,2.108815e-05,1.452000e+02
Catopuma_temminckii,4.104840e-02,6.248973e-02,1.171651e-01,1.493380e+03,3.000000e-01,1.175000e-02,1.175000e-02,1.600000e+04,3.080261e-02,3.129500e+02,False,True,9.426364e+03,9.292800e-01,2.551600e-02,1.327172e+03,7.845500e+03,5.811000e-12,4.345223e-03,2.801605e-01,1.371000e+07
Tachycineta_thalassina,7.075231e-03,1.490302e-02,3.055860e-02,4.039487e+02,2.800000e-01,8.058252e-02,8.058252e-02,2.060000e+01,9.011046e-02,3.147500e+02,False,False,8.995995e+02,9.011900e-01,3.076800e-02,5.167379e+02,7.318407e+03,9.160000e-12,8.934656e-02,5.029830e-01,9.219000e+03
Crocodylus_palustris,1.988795e-03,1.988795e-03,2.065342e-01,1.218111e+04,3.000000e-01,1.132743e-03,1.132743e-03,1.130000e+05,1.661590e-01,2.981500e+02,False,False,8.616262e+02,7.741100e-01,6.651200e-02,1.955660e+01,7.861421e+03,2.307000e-10,1.000000e+00,1.778232e-03,5.871000e+07
Calcarius_lapponicus,9.197800e-03,1.330739e-02,2.152657e-02,2.663398e+02,2.800000e-01,5.291005e-02,5.291005e-02,2.835000e+01,1.126381e-01,3.147500e+02,False,False,8.573254e+02,9.864300e-01,4.097800e-02,4.491431e+02,7.324293e+03,8.230000e-12,1.967291e-01,2.911706e-01,1.008000e+03
Sternotherus_odoratus,1.493957e-03,1.493957e-03,6.536257e-02,1.822979e+04,3.000000e-01,4.434038e-03,4.434038e-03,4.720000e+02,3.607282e-02,2.941500e+02,False,False,1.022280e+02,8.904800e-01,2.348200e-02,1.378750e+01,7.856629e+03,1.133000e-10,1.000000e+00,1.837969e-02,5.789000e+04
Trachurus_trachurus,8.955396e-04,8.955396e-04,2.500000e-02,2.407259e+04,2.000000e-01,8.488964e-07,8.488964e-07,1.178000e+03,2.326297e+02,2.881500e+02,True,False,1.959727e+02,9.388000e-01,4.962000e-02,4.333000e+01,5.109000e+03,5.102000e-10,1.014419e-01,6.418073e-05,1.837000e+04
Phasianus_colchicus,4.254152e-03,4.254152e-03,5.573279e-03,1.265804e+03,2.800000e-01,1.850000e-02,1.850000e-02,1.000000e+03,2.346335e-01,3.141500e+02,False,False,3.897257e+03,9.914600e-01,4.944000e-02,9.203226e+02,7.337592e+03,2.339000e-28,1.000000e+00,7.282934e-02,4.008000e+03
Larus_occidentalis,3.199622e-03,3.199622e-03,6.917244e-03,1.560581e+03,2.800000e-01,8.439610e-02,8.439610e-02,7.998000e+02,6.516804e-02,3.143500e+02,False,False,3.857279e+03,9.861500e-01,4.900500e-02,9.651026e+02,7.309954e+03,3.366000e-14,1.000000e+00,2.926963e-02,9.146000e+04
Praomys_tullbergi,2.838142e-02,4.155318e-02,7.158479e-02,4.252781e+02,3.000000e-01,9.000000e-02,3.500000e-01,3.000000e+01,1.711821e-01,3.101500e+02,False,True,2.257468e+03,9.054700e-01,2.138500e-02,1.666044e+03,7.847591e+03,2.516000e-10,8.650113e-02,1.784927e-01,4.445000e+04
Rana_tagoi,1.483081e-02,1.230958e-01,7.997517e-01,4.784457e+03,2.800000e-01,2.009569e-04,2.009569e-04,2.090000e+01,3.412587e-01,2.831500e+02,False,False,3.416837e+02,9.660500e-01,5.838100e-02,1.503455e+02,7.316619e+03,4.762000e-07,1.787650e-02,5.367834e-03,5.913000e+03
Galemys_pyrenaicus,9.727795e-02,1.142642e-01,3.972779e-01,3.004926e+02,3.000000e-01,3.171429e-02,5.628571e-01,7.000000e+01,1.164754e-01,3.114500e+02,False,True,3.072893e+03,7.182800e-01,5.260000e-02,1.133000e+03,7.862693e+03,4.066000e-11,8.643457e-03,1.031579e-01,1.615000e+06
Sterna_dougallii,5.553529e-03,5.553529e-03,8.005424e-03,1.238308e+03,2.800000e-01,1.321429e-01,1.321429e-01,1.120000e+02,4.150825e-02,3.138500e+02,False,False,4.735089e+03,9.948100e-01,9.046300e-02,2.043164e+03,7.311037e+03,1.137000e-13,1.000000e+00,2.669098e-02,1.097000e+04
Speleomantes_imperialis,2.788074e-02,2.788074e-02,2.337631e-01,9.963115e+03,2.800000e-01,1.116667e-02,1.116667e-02,7.800000e+00,1.706294e-02,2.881500e+02,False,False,7.704116e+01,7.851000e-01,1.416900e-02,3.656230e+01,7.302850e+03,8.635000e-09,1.000000e+00,2.005106e-02,5.092000e+03
Eutrigla_gurnardus,6.650419e-04,6.650419e-04,2.777778e-01,1.165065e+04,2.000000e-01,1.076923e-06,1.076923e-06,1.300000e+03,2.317466e+02,2.791500e+02,True,False,8.482896e+01,4.708200e-01,1.897900e-01,3.013140e+01,5.219397e+03,3.735000e-08,1.805267e-03,1.656460e-02,2.384000e+05
Ara_ararauna,1.656579e-03,1.656579e-03,7.836891e-03,2.467272e+03,2.800000e-01,1.313333e-02,1.313333e-02,1.500000e+03,2.904692e-02,3.119500e+02,False,False,3.268251e+03,9.983500e-01,6.396100e-02,5.886873e+02,7.280290e+03,8.258000e-16,1.000000e+00,2.362292e-03,2.705000e+04
Charadrius_morinellus,6.036684e-03,6.036684e-03,1.242164e-02,5.532031e+02,2.800000e-01,1.008547e-01,1.008547e-01,1.170000e+02,9.598644e-02,3.141500e+02,False,False,4.254643e+03,9.791300e-01,2.121300e-02,2.706678e+03,7.315541e+03,1.269000e-12,1.000000e+00,5.902121e-02,1.226000e+04
Bufo_japonicus,3.976226e-03,3.976226e-03,2.261984e-01,5.274590e+03,2.800000e-01,1.007194e-05,1.007194e-05,4.170000e+02,5.605175e+00,2.881500e+02,False,False,3.584772e+02,9.675000e-01,2.137700e-01,5.022470e+01,7.304596e+03,1.612000e-08,1.093808e-03,1.746039e-02,4.292000e+04
Spizelloides_arborea,5.109889e-03,7.646672e-03,1.272024e-02,4.794116e+02,2.800000e-01,9.467456e-02,9.467456e-02,1.690000e+01,9.011046e-02,3.147500e+02,False,False,6.586944e+02,9.773100e-01,4.839900e-02,3.653511e+02,7.329560e+03,3.431000e-12,2.221670e-01,3.453089e-01,1.748000e+03
Alauda_arvensis,5.008703e-03,8.263823e-03,1.477406e-02,4.483386e+02,2.800000e-01,1.360000e-01,1.360000e-01,2.500000e+01,1.351657e-01,3.147500e+02,False,False,9.995912e+02,9.180800e-01,6.721200e-02,4.662186e+02,7.306889e+03,3.236000e-12,1.932788e-01,4.326154e-01,1.300000e+04
Ardenna_grisea,1.293577e-02,1.293577e-02,2.864890e-02,1.915136e+03,2.800000e-01,1.189474e-01,1.189474e-01,9.500000e+02,1.775331e-02,3.121500e+02,False,False,1.831358e+04,9.704600e-01,4.845700e-02,6.936458e+03,7.337655e+03,1.251000e-14,1.000000e+00,6.569390e-03,1.542000e+06
Macropus_fuliginosus,2.223342e-02,6.002274e-02,1.013548e-01,1.680593e+03,3.000000e-01,2.356864e-05,1.836158e-01,3.540000e+04,1.380465e-02,3.094500e+02,False,True,7.595611e+02,8.262200e-01,4.728300e-02,2.738400e+01,7.823427e+03,4.542000e-13,9.559391e-05,3.285821e-01,1.340000e+07
Motacilla_flava,6.793829e-03,1.021849e-02,1.706780e-02,3.906317e+02,2.800000e-01,5.555556e-02,5.555556e-02,1.800000e+01,1.351657e-01,3.147500e+02,False,False,1.177860e+03,9.763700e-01,2.552700e-02,8.828024e+02,7.322727e+03,1.468000e-12,1.664904e-01,3.286158e-01,8.055000e+02
Zosterops_virens,4.598900e-03,6.653694e-03,1.076328e-02,5.326795e+02,2.800000e-01,7.627119e-02,7.627119e-02,1.180000e+01,4.505523e-02,3.147500e+02,False,False,9.406125e+02,9.906000e-01,3.102800e-02,7.342559e+02,7.319808e+03,3.005000e-12,2.076923e-01,3.439620e-01,2.948000e+02
Elanus_caeruleus,1.404067e-02,1.404067e-02,2.888085e-02,3.539658e+02,2.800000e-01,7.195358e-02,7.195358e-02,2.585000e+02,5.943782e-02,3.116700e+02,False,False,1.458954e+04,9.913900e-01,2.666800e-02,9.966873e+03,7.302226e+03,4.092000e-11,1.000000e+00,2.438609e-02,1.409000e+04
Ardenna_tenuirostris,1.043244e-02,1.043244e-02,1.606296e-02,2.247468e+03,2.800000e-01,1.100000e-01,1.100000e-01,7.000000e+02,1.775331e-02,3.121500e+02,False,False,4.629196e+03,9.933300e-01,8.009000e-02,1.061722e+03,7.318826e+03,3.956000e-15,1.000000e+00,1.312356e-02,1.303000e+05
Tauraco_corythaix,6.346239e-03,6.346239e-03,1.341650e-02,6.984612e+02,2.800000e-01,6.410256e-02,6.410256e-02,3.120000e+02,4.438328e-02,3.121500e+02,False,False,1.526731e+04,9.941600e-01,3.116300e-02,9.500000e+03,7.314260e+03,3.589000e-12,1.000000e+00,2.047791e-02,1.381000e+04
Marmota_flaviventris,1.239788e-02,1.666255e-02,1.067375e-01,1.807565e+03,3.000000e-01,9.657143e-03,1.368571e-01,3.500000e+03,5.212660e-02,3.096500e+02,False,True,5.814085e+03,7.040300e-01,6.440900e-02,6.363353e+02,7.840594e+03,2.933000e-22,2.725604e-02,1.857914e-02,3.519000e+07
Turdus_philomelos,3.547723e-03,5.504670e-03,9.418564e-03,7.768243e+02,2.800000e-01,5.287009e-02,5.287009e-02,6.620000e+01,1.013743e-01,3.147500e+02,False,False,1.213365e+03,9.811900e-01,4.527000e-02,5.107866e+02,7.364128e+03,1.220000e-12,1.482220e-01,3.068121e-01,3.758000e+03
Ambystoma_maculatum,6.516977e-03,3.190779e-02,1.918699e-01,1.548761e+04,2.800000e-01,3.271028e-04,3.271028e-04,1.284000e+01,2.066168e-01,2.901500e+02,False,False,4.320985e+01,9.620300e-01,2.146100e-02,1.941940e+01,7.308633e+03,6.220000e-10,1.166856e-01,3.207357e-02,2.474000e+02
Pipistrellus_subflavus,3.578270e-03,3.578270e-03,7.893485e-03,1.416199e+04,3.000000e-01,1.733333e-01,6.933333e-01,7.500000e+00,1.900843e-02,3.071500e+02,False,True,1.045342e+03,9.563700e-01,1.151600e-01,6.804616e+02,7.840558e+03,3.663000e-09,6.056757e-02,1.362997e-01,3.697000e+04
Microtus_oregoni,5.118698e-02,6.152557e-02,7.703345e-02,4.022841e+02,3.000000e-01,7.272727e-02,7.272727e-02,2.750000e+01,2.075026e-01,3.110500e+02,False,True,3.667730e+03,9.638800e-01,4.745300e-02,2.694963e+03,7.847279e+03,4.295000e-11,3.080994e-02,2.391638e-01,2.607000e+04
Brachidontes_pharaonis,7.534247e-04,1.011298e-02,1.254110e-01,1.460000e+03,9.000000e-02,1.328546e-08,2.621117e-06,1.545600e+00,1.208408e+03,2.931500e+02,True,False,8.202124e+00,9.830000e-01,1.868000e-02,1.424000e+01,2.478000e+03,4.156000e-08,1.189728e-01,1.530282e-05,2.163000e+00
Hippoglossus_stenolepis,2.145736e-04,9.330389e-03,2.183964e-01,1.263519e+05,2.000000e-01,5.509642e-08,5.509642e-08,3.630000e+05,8.705847e+02,2.781500e+02,True,False,7.727316e+02,4.226000e-01,3.365000e-02,3.451350e+01,5.233095e+03,3.701000e-08,1.346495e-02,2.505046e-05,4.954000e+07
Pseudomys_novaehollandiae,2.878893e-02,3.700811e-02,5.995331e-02,6.276672e+02,3.000000e-01,2.352941e-01,2.352941e-01,1.700000e+01,1.529473e-01,3.106500e+02,False,True,2.882640e+03,7.625400e-01,1.703300e-02,2.552876e+03,7.842347e+03,3.486000e-11,1.359321e-01,2.186667e-01,1.050000e+05
Halichoerus_grypus,4.683122e-02,4.796285e-02,1.337877e-01,3.762075e+03,3.000000e-01,5.833333e-02,1.727083e-01,2.400000e+05,1.222729e-02,3.101500e+02,False,True,1.885903e+03,5.651600e-01,2.961200e-02,3.751970e+01,7.824849e+03,2.549000e-13,8.785287e-01,9.016583e-02,2.593000e+08
Tyrannus_savana,4.971784e-03,8.427294e-03,1.533831e-02,4.927286e+02,2.800000e-01,9.333333e-02,9.333333e-02,3.000000e+01,6.758285e-02,3.147500e+02,False,False,1.250521e+03,9.687300e-01,4.634300e-02,6.700318e+02,7.322009e+03,7.381000e-14,1.461781e-01,4.232620e-01,3.740000e+03
Pseudocheirus_peregrinus,7.385223e-02,1.226790e-01,1.728621e-01,1.001577e+03,3.000000e-01,3.529412e-04,4.705882e-01,8.500000e+02,3.025229e-02,3.078500e+02,False,True,1.790043e+03,9.997600e-01,2.885200e-02,3.664012e+02,7.842140e+03,6.343000e-12,1.058806e-04,2.700472e-01,2.544000e+03
Atherurus_africanus,6.413706e-02,7.873298e-02,1.078052e-01,1.796697e+03,3.000000e-01,5.454545e-02,5.454545e-02,2.750000e+03,4.779603e-02,3.106500e+02,False,True,1.057265e+03,8.241700e-01,2.072000e-01,7.645840e+01,7.838676e+03,1.664000e-13,4.626700e-02,3.560277e-01,1.012000e+07
Ondatra_zibethicus,2.348749e-02,3.033680e-02,1.015697e-01,7.911172e+02,3.000000e-01,1.668135e-02,1.116740e-01,1.362000e+03,2.286640e-01,3.105500e+02,False,True,2.126436e+04,8.913600e-01,2.960200e-02,8.207412e+03,7.851102e+03,3.915000e-17,4.241444e-02,1.568111e-02,5.124000e+06
Aythya_americana,4.799433e-03,4.799433e-03,1.267918e-02,1.040387e+03,2.800000e-01,3.020080e-02,3.020080e-02,1.245000e+03,2.823948e-01,3.143500e+02,False,False,7.287946e+03,9.722800e-01,3.218200e-02,2.199778e+03,7.327013e+03,1.125000e-15,1.000000e+00,7.540628e-03,2.769000e+05
Oncorhynchus_mykiss,8.093513e-03,8.093513e-03,6.999391e-02,1.749147e+04,2.000000e-01,6.322411e-06,6.322411e-06,2.540000e+04,8.090469e+01,2.886500e+02,True,False,2.511589e+03,6.191600e-01,3.245300e-02,3.438835e+02,5.267556e+03,4.004000e-06,5.068493e-02,2.200721e-04,3.881000e+06
Coeligena_torquata,8.793743e-03,8.793743e-03,1.460182e-02,4.859972e+02,2.800000e-01,3.793103e-02,3.793103e-02,8.700000e+00,3.348573e-02,3.148000e+02,False,False,2.785755e+03,9.991600e-01,4.269200e-02,3.051756e+03,7.312125e+03,8.171000e-14,1.000000e+00,4.297762e-03,1.743000e+02
Gymnocephalus_cernuus,5.870841e-03,5.870841e-03,2.201566e-01,3.726873e+03,2.000000e-01,2.324444e-06,2.324444e-06,2.250000e+02,3.756500e+02,2.891500e+02,True,False,5.128690e+01,4.531900e-01,3.255800e-02,2.113550e+01,5.227824e+03,2.731000e-08,7.593335e-03,8.289003e-03,3.910000e+04
Leuconotopicus_borealis,2.491453e-03,2.491453e-03,6.577009e-03,9.766451e+02,2.800000e-01,6.875000e-02,6.875000e-02,4.800000e+01,5.707907e-02,3.120000e+02,False,False,8.327971e+03,9.943200e-01,2.571800e-02,8.384128e+03,7.313583e+03,1.371000e-14,1.000000e+00,1.944017e-02,2.340000e+03
